지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
616,2018-01-15 09:00,3.1,175.1,1.1,0,,,93.4,,
616,2018-01-15 10:00,5.1,216.1,1.5,0,,,93.4,,
616,2018-01-15 11:00,6.2,315.9,2.1,0,,,73.9,,
616,2018-01-15 12:00,7,317.9,2.2,0,,,77.2,,
616,2018-01-15 13:00,6.6,320.5,2.2,0,,,77.2,,
616,2018-01-15 14:00,7,313.7,2.1,0,,,66.5,,
616,2018-01-15 15:00,6.9,345,1.9,0,,,57.7,,
616,2018-01-15 16:00,6.3,9.2,1,0,,,56.6,,
616,2018-01-15 17:00,5.4,359,1.2,0,,,60.5,,
616,2018-01-15 18:00,2.1,0,.1,0,,,81.7,,
616,2018-01-15 19:00,1.5,0,.2,0,,,85.9,,
616,2018-01-15 20:00,1.1,0,.4,0,,,89,,
616,2018-01-15 21:00,.5,0,.1,0,,,88.4,,
616,2018-01-15 22:00,.2,0,.3,0,,,90.6,,
616,2018-01-15 23:00,-.3,165.3,.8,0,,,91.9,,
616,2018-01-16 00:00,-2.1,0,.1,0,,,92,,
616,2018-01-16 01:00,-1.9,0,.2,0,,,93.4,,
616,2018-01-16 02:00,-2.3,0,.3,0,,,93.4,,
616,2018-01-16 03:00,-2,0,.2,0,,,93.4,,
616,2018-01-16 04:00,-.9,167.8,.8,0,,,93.4,,
616,2018-01-16 05:00,-.8,0,0,0,,,92.3,,
616,2018-01-16 06:00,-.5,0,0,0,,,91.9,,
616,2018-01-16 07:00,-.2,0,0,0,,,91.1,,
616,2018-01-16 08:00,-.1,0,.1,0,,,93.1,,
616,2018-01-16 09:00,1.1,0,.3,0,,,92,,
616,2018-01-16 10:00,3,0,.4,0,,,81.9,,
616,2018-01-16 11:00,4.1,0,.1,0,,,80.1,,
616,2018-01-16 12:00,4.5,0,.2,0,,,80.5,,
616,2018-01-16 13:00,5.6,109.8,1,0,,,75.6,,
616,2018-01-16 14:00,5.5,31.5,.7,0,,,73.3,,
616,2018-01-16 15:00,5.6,91.9,.5,0,,,77.6,,
616,2018-01-16 16:00,4.8,12.1,1.1,0,,,82.6,,
616,2018-01-16 17:00,4.5,116.1,.6,0,,,88.6,,
616,2018-01-16 18:00,4,0,.3,0,,,89.3,,
616,2018-01-16 19:00,3,25.1,.5,0,,,90.7,,
616,2018-01-16 20:00,2.8,343.8,1,0,,,93.4,,
616,2018-01-16 21:00,2.8,0,.3,0,,,93.4,,
616,2018-01-16 22:00,2.8,0,.3,0,,,93.4,,
616,2018-01-16 23:00,2.3,0,.2,0,,,93.4,,
616,2018-01-17 00:00,2.1,345.4,.5,0,,,93.4,,
616,2018-01-17 01:00,2.1,0,.2,0,,,93.4,,
616,2018-01-17 02:00,1.8,0,0,0,,,93.4,,
616,2018-01-17 03:00,1.7,0,0,0,,,93.4,,
616,2018-01-17 04:00,1.6,0,.1,.5,,,93.4,,
616,2018-01-17 05:00,1.6,0,.1,.5,,,93.4,,
616,2018-01-17 06:00,1.7,0,.1,0,,,93.4,,
616,2018-01-17 07:00,1.1,0,.4,0,,,93.4,,
616,2018-01-17 08:00,1.4,0,.1,0,,,93.4,,
616,2018-01-17 09:00,2.1,0,.4,0,,,93.4,,
616,2018-01-17 10:00,3.3,0,0,0,,,93.4,,
616,2018-01-17 11:00,4.2,109.7,.6,0,,,93.4,,
616,2018-01-17 12:00,5.2,98.5,1,0,,,93.4,,
616,2018-01-17 13:00,5.9,291,1.1,0,,,93.4,,
616,2018-01-17 14:00,6.1,318.9,2.3,0,,,88.4,,
616,2018-01-17 15:00,7.2,.5,.6,0,,,75.1,,
616,2018-01-17 16:00,7.4,107.8,.6,0,,,69.9,,
616,2018-01-17 17:00,5.4,340.2,1.2,0,,,86.4,,
616,2018-01-17 18:00,3.7,341.2,.7,0,,,85.7,,
616,2018-01-17 19:00,3.3,191.4,.8,0,,,88.3,,
616,2018-01-17 20:00,2.3,217.8,.9,0,,,93.4,,
616,2018-01-17 21:00,1.5,219.5,.6,0,,,93.4,,
616,2018-01-17 22:00,1.8,186.5,1.2,0,,,93.4,,
616,2018-01-17 23:00,2.4,202.3,2.3,0,,,93.3,,
