지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
616,2017-01-01 00:00,3.5,181.3,1.3,0,,,93.4,0,0
616,2017-01-01 01:00,2.7,186.5,.8,0,,,93.4,0,0
616,2017-01-01 02:00,3,198.8,1.8,0,,,93.4,0,0
616,2017-01-01 03:00,1.2,0,.1,0,,,93.4,0,0
616,2017-01-01 04:00,.9,169.4,.5,0,,,93.4,0,0
616,2017-01-01 05:00,.1,0,0,0,,,93.4,0,0
616,2017-01-01 06:00,.5,0,.1,0,,,93.4,0,0
616,2017-01-01 07:00,.6,166,.7,0,,,93.4,0,0
616,2017-01-01 08:00,.5,164.7,1,0,,,93.4,0,0
616,2017-01-01 09:00,2,195.2,1.4,0,,,93.4,0,0
616,2017-01-01 10:00,4.5,151.8,.7,0,,,93.4,0,0
616,2017-01-01 11:00,5.9,180.2,1.4,0,,,90.1,0,0
616,2017-01-01 12:00,7.6,192,2.1,0,,,78.8,0,0
616,2017-01-01 13:00,8.6,187.8,2.5,0,,,73.2,0,0
616,2017-01-01 14:00,9.1,224.9,2.5,0,,,66.5,0,0
616,2017-01-01 15:00,9.2,215.4,1.2,0,,,68.1,0,0
616,2017-01-01 16:00,8.7,211.8,1.4,0,,,71.1,0,0
616,2017-01-01 17:00,7.9,192.1,1.2,0,,,76.3,0,0
616,2017-01-01 18:00,5.4,205.4,1.3,0,,,88.1,0,0
616,2017-01-01 19:00,4.7,210.6,1.3,0,,,90,0,0
616,2017-01-01 20:00,5,208.7,2.1,0,,,89.6,0,0
616,2017-01-01 21:00,4.1,195.7,1.9,0,,,91.6,0,0
616,2017-01-01 22:00,5,188.4,1.6,0,,,88.4,0,0
616,2017-01-01 23:00,5.2,180.6,1.3,0,,,87.3,0,0
616,2017-01-02 00:00,5.4,202,.8,0,,,86,0,0
616,2017-01-02 01:00,3.3,216.9,.5,0,,,90,0,0
616,2017-01-02 02:00,3.6,185.7,.9,0,,,93.4,0,0
616,2017-01-02 03:00,4.2,173.3,1.3,0,,,92.4,0,0
616,2017-01-02 04:00,4.8,171.2,.9,0,,,90.5,0,0
616,2017-01-02 05:00,5.2,171.5,1.3,0,,,89.6,0,0
616,2017-01-02 06:00,5.3,164.2,1.2,0,,,90.1,0,0
616,2017-01-02 07:00,4.8,171.3,1.6,0,,,93.4,0,0
616,2017-01-02 08:00,4.8,176,1.1,0,,,93.4,0,0
