index,temp_25,temp_46,humid_25,humid_46
2016-09-23 11:00:00,24.0,21.5,50.0,80.0
2016-09-23 14:00:00,25.9,24.700001,49.0,54.0
2016-09-23 17:00:00,22.700001,24.299999,66.0,57.0
2016-09-23 20:00:00,18.9,22.0,85.0,71.0
2016-09-23 23:00:00,18.0,20.0,91.0,82.0
2016-09-24 02:00:00,17.6,19.799999,94.0,92.0
2016-09-24 05:00:00,16.799999,17.9,94.0,94.0
2016-09-24 08:00:00,20.799999,17.799999,80.0,94.0
2016-09-24 11:00:00,24.0,21.700001,55.0,84.0
2016-09-24 14:00:00,25.0,24.0,54.0,70.0
2016-09-24 17:00:00,22.1,25.200001,69.0,64.0
2016-09-24 20:00:00,20.0,23.200001,80.0,79.0
2016-09-24 23:00:00,19.1,21.1,90.0,89.0
2016-09-25 02:00:00,18.0,20.1,94.0,94.0
2016-09-25 05:00:00,17.700001,20.9,94.0,95.0
2016-09-25 08:00:00,21.700001,20.1,80.0,95.0
2016-09-25 11:00:00,25.1,21.200001,62.0,91.0
2016-09-25 14:00:00,26.4,22.0,60.0,90.0
2016-09-25 17:00:00,24.299999,22.799999,79.0,86.0
2016-09-25 20:00:00,22.9,21.9,89.0,90.0
2016-09-25 23:00:00,21.799999,20.9,94.0,95.0
2016-09-26 02:00:00,21.0,19.6,95.0,95.0
2016-09-26 05:00:00,20.9,19.9,95.0,91.0
2016-09-26 08:00:00,21.9,19.1,86.0,91.0
2016-09-26 11:00:00,22.9,21.200001,86.0,82.0
2016-09-26 14:00:00,23.700001,22.0,82.0,80.0
2016-09-26 17:00:00,22.799999,22.0,84.0,78.0
2016-09-26 20:00:00,20.9,21.0,86.0,84.0
2016-09-26 23:00:00,19.9,20.1,91.0,90.0
2016-09-27 02:00:00,19.700001,18.200001,91.0,91.0
2016-09-27 05:00:00,19.1,18.200001,90.0,91.0
2016-09-27 08:00:00,20.9,18.0,82.0,93.0
2016-09-27 11:00:00,21.9,20.9,80.0,83.0
2016-09-27 14:00:00,22.1,23.6,80.0,70.0
2016-09-27 17:00:00,21.0,24.9,84.0,58.0
2016-09-27 20:00:00,20.0,22.1,90.0,70.0
2016-09-27 23:00:00,19.0,20.1,90.0,83.0
2016-09-28 02:00:00,17.9,19.0,90.0,83.0
2016-09-28 05:00:00,18.1,16.9,92.0,91.0
2016-09-28 08:00:00,20.799999,16.700001,81.0,90.0
2016-09-28 11:00:00,23.6,18.0,68.0,78.0
2016-09-28 14:00:00,24.6,21.799999,58.0,72.0
2016-09-28 17:00:00,21.0,22.6,70.0,89.0
2016-09-28 20:00:00,19.0,20.1,80.0,90.0
2016-09-28 23:00:00,18.1,18.0,85.0,90.0
2016-09-29 02:00:00,17.0,17.0,90.0,90.0
2016-09-29 05:00:00,16.9,18.299999,89.0,94.0
2016-09-29 08:00:00,18.799999,18.299999,83.0,94.0
2016-09-29 11:00:00,21.700001,20.4,85.0,89.0
2016-09-29 14:00:00,22.700001,21.9,85.0,88.0
2016-09-29 17:00:00,20.9,23.700001,90.0,82.0
2016-09-29 20:00:00,19.6,21.799999,90.0,86.0
2016-09-29 23:00:00,18.5,20.1,90.0,90.0
2016-09-30 02:00:00,16.700001,19.0,86.0,94.0
2016-09-30 05:00:00,16.6,18.1,83.0,94.0
2016-09-30 08:00:00,20.6,18.0,81.0,93.0
2016-09-30 11:00:00,23.1,19.1,76.0,92.0
2016-09-30 14:00:00,24.200001,21.0,76.0,93.0
2016-09-30 17:00:00,22.1,22.0,73.0,94.0
2016-09-30 20:00:00,20.200001,20.9,89.0,94.0
2016-09-30 23:00:00,18.1,20.9,94.0,94.0
2016-10-01 02:00:00,18.0,20.9,94.0,94.0
2016-10-01 05:00:00,17.799999,19.9,94.0,90.0
2016-10-01 08:00:00,19.0,19.9,94.0,86.0
2016-10-01 11:00:00,20.1,20.9,94.0,86.0
2016-10-01 14:00:00,21.9,22.9,94.0,80.0
2016-10-01 17:00:00,21.1,23.700001,94.0,66.0
2016-10-01 20:00:00,21.0,22.0,94.0,74.0
2016-10-01 23:00:00,20.9,19.299999,94.0,86.0
2016-10-02 02:00:00,19.0,19.200001,90.0,91.0
2016-10-02 05:00:00,19.799999,16.9,86.0,91.0
2016-10-02 08:00:00,20.799999,16.799999,85.0,92.0
2016-10-02 11:00:00,22.9,21.200001,77.0,76.0
2016-10-02 14:00:00,23.700001,25.799999,66.0,55.0
2016-10-02 17:00:00,22.1,26.799999,74.0,45.0
2016-10-02 20:00:00,20.200001,24.200001,86.0,65.0
2016-10-02 23:00:00,18.200001,21.0,91.0,80.0
2016-10-03 02:00:00,17.1,18.0,91.0,89.0
2016-10-03 05:00:00,16.799999,15.8,91.0,86.0
2016-10-03 08:00:00,20.700001,15.6,72.0,90.0
2016-10-03 11:00:00,24.1,18.700001,59.0,75.0
2016-10-03 14:00:00,26.9,23.700001,57.0,54.0
2016-10-03 17:00:00,24.1,25.9,61.0,45.0
2016-10-03 20:00:00,21.1,22.0,77.0,64.0
2016-10-03 23:00:00,18.0,20.1,82.0,85.0
2016-10-04 02:00:00,17.0,17.9,86.0,90.0
2016-10-04 05:00:00,18.4,16.9,88.0,85.0
2016-10-04 08:00:00,18.799999,14.3,74.0,79.0
2016-10-04 11:00:00,20.5,18.1,71.0,62.0
2016-10-04 14:00:00,23.5,21.799999,58.0,48.0
2016-10-04 17:00:00,21.799999,22.700001,64.0,50.0
2016-10-04 20:00:00,20.700001,19.200001,82.0,65.0
2016-10-04 23:00:00,17.9,16.4,88.0,83.0
2016-10-05 02:00:00,16.799999,17.1,85.0,89.0
2016-10-05 05:00:00,14.1,16.0,79.0,91.0
2016-10-05 08:00:00,18.1,16.0,62.0,91.0
2016-10-05 11:00:00,21.6,18.200001,48.0,78.0
2016-10-05 14:00:00,22.700001,22.1,50.0,56.0
2016-10-05 17:00:00,19.1,23.0,65.0,49.0
2016-10-05 20:00:00,15.9,19.700001,83.0,61.0
2016-10-05 23:00:00,16.799999,17.799999,89.0,74.0
2016-10-06 02:00:00,16.0,17.1,91.0,79.0
2016-10-06 05:00:00,16.200001,16.0,91.0,90.0
2016-10-06 08:00:00,19.200001,16.0,78.0,89.0
2016-10-06 11:00:00,22.1,19.0,54.0,85.0
2016-10-06 14:00:00,23.0,20.799999,49.0,65.0
2016-10-06 17:00:00,20.0,21.200001,68.0,63.0
2016-10-06 20:00:00,18.0,18.9,83.0,64.0
2016-10-06 23:00:00,17.0,15.9,89.0,70.0
2016-10-07 02:00:00,16.0,14.1,94.0,75.0
2016-10-07 05:00:00,16.0,10.9,94.0,66.0
2016-10-07 08:00:00,18.200001,8.9,94.0,62.0
2016-10-07 11:00:00,20.200001,11.7,83.0,47.0
2016-10-07 14:00:00,21.1,14.7,62.0,40.0
2016-10-07 17:00:00,18.0,15.9,64.0,43.0
2016-10-07 20:00:00,15.1,13.2,70.0,54.0
2016-10-07 23:00:00,13.1,11.1,71.0,65.0
2016-10-08 02:00:00,11.0,10.2,66.0,79.0
2016-10-08 05:00:00,8.8,9.0,62.0,69.0
2016-10-08 08:00:00,11.7,8.9,47.0,76.0
2016-10-08 11:00:00,14.8,11.8,40.0,57.0
2016-10-08 14:00:00,15.9,16.799999,43.0,38.0
2016-10-08 17:00:00,13.2,18.1,54.0,40.0
2016-10-08 20:00:00,11.1,14.0,65.0,66.0
2016-10-08 23:00:00,10.1,12.9,68.0,82.0
2016-10-09 02:00:00,9.8,10.0,66.0,90.0
2016-10-09 05:00:00,8.0,8.1,69.0,90.0
2016-10-09 08:00:00,12.7,7.8,56.0,90.0
2016-10-09 11:00:00,15.8,13.7,40.0,75.0
2016-10-09 14:00:00,17.0,18.0,40.0,50.0
2016-10-09 17:00:00,14.0,19.9,66.0,49.0
2016-10-09 20:00:00,11.9,16.9,82.0,70.0
2016-10-09 23:00:00,9.9,13.9,90.0,85.0
2016-10-10 02:00:00,8.6,13.6,91.0,90.0
2016-10-10 05:00:00,7.8,11.8,91.0,91.0
2016-10-10 08:00:00,13.5,12.2,76.0,85.0
2016-10-10 11:00:00,17.799999,15.1,50.0,60.0
2016-10-10 14:00:00,19.1,18.0,49.0,40.0
2016-10-10 17:00:00,17.0,18.9,70.0,39.0
2016-10-10 20:00:00,13.9,16.1,85.0,61.0
2016-10-10 23:00:00,12.8,13.1,90.0,81.0
2016-10-11 02:00:00,12.0,11.5,90.0,90.0
2016-10-11 05:00:00,11.9,11.0,82.0,95.0
2016-10-11 08:00:00,15.0,9.9,67.0,95.0
2016-10-11 11:00:00,17.200001,14.6,41.0,75.0
2016-10-11 14:00:00,18.1,18.799999,40.0,47.0
2016-10-11 17:00:00,15.1,20.700001,56.0,40.0
2016-10-11 20:00:00,12.8,17.1,80.0,66.0
2016-10-11 23:00:00,11.7,13.5,86.0,86.0
2016-10-12 02:00:00,10.7,11.4,95.0,90.0
2016-10-12 05:00:00,7.7,9.4,91.0,95.0
2016-10-12 08:00:00,12.5,8.4,67.0,94.0
2016-10-12 11:00:00,17.9,15.4,41.0,70.0
2016-10-12 14:00:00,19.799999,19.799999,36.0,50.0
2016-10-12 17:00:00,15.9,21.0,65.0,45.0
2016-10-12 20:00:00,12.8,17.9,86.0,66.0
2016-10-12 23:00:00,10.7,14.0,91.0,86.0
2016-10-13 02:00:00,9.5,11.8,95.0,91.0
2016-10-13 05:00:00,8.7,11.6,94.0,95.0
2016-10-13 08:00:00,15.5,10.6,70.0,96.0
2016-10-13 11:00:00,19.799999,16.5,50.0,76.0
2016-10-13 14:00:00,21.0,22.200001,45.0,51.0
2016-10-13 17:00:00,18.1,24.0,66.0,45.0
2016-10-13 20:00:00,14.4,19.9,86.0,68.0
2016-10-13 23:00:00,11.9,16.0,91.0,84.0
2016-10-14 02:00:00,11.5,14.7,95.0,91.0
2016-10-14 05:00:00,10.7,14.1,96.0,90.0
2016-10-14 08:00:00,16.6,13.9,76.0,89.0
2016-10-14 11:00:00,22.200001,15.7,50.0,80.0
2016-10-14 14:00:00,23.9,18.1,49.0,65.0
2016-10-14 17:00:00,20.0,18.0,65.0,72.0
2016-10-14 20:00:00,15.9,16.9,80.0,81.0
2016-10-14 23:00:00,15.0,16.0,89.0,90.0
2016-10-15 02:00:00,13.8,14.1,89.0,90.0
2016-10-15 05:00:00,13.7,13.9,89.0,97.0
2016-10-15 08:00:00,15.7,14.0,81.0,94.0
2016-10-15 11:00:00,17.700001,15.9,67.0,85.0
2016-10-15 14:00:00,18.0,18.799999,72.0,75.0
2016-10-15 17:00:00,16.9,20.200001,81.0,60.0
2016-10-15 20:00:00,15.0,18.0,90.0,75.0
2016-10-15 23:00:00,14.9,15.2,90.0,90.0
2016-10-16 02:00:00,13.6,13.9,94.0,90.0
2016-10-16 05:00:00,13.8,12.3,94.0,90.0
2016-10-16 08:00:00,16.6,11.3,85.0,91.0
2016-10-16 11:00:00,18.799999,15.6,74.0,80.0
2016-10-16 14:00:00,20.0,20.700001,61.0,51.0
2016-10-16 17:00:00,17.9,21.9,76.0,50.0
2016-10-16 20:00:00,15.9,18.0,90.0,70.0
2016-10-16 23:00:00,13.2,16.0,90.0,81.0
2016-10-17 02:00:00,12.3,13.4,90.0,89.0
2016-10-17 05:00:00,11.1,12.1,90.0,91.0
2016-10-17 08:00:00,15.7,10.9,82.0,91.0
2016-10-17 11:00:00,19.1,15.8,51.0,80.0
2016-10-17 14:00:00,21.0,20.9,49.0,59.0
2016-10-17 17:00:00,17.0,21.1,70.0,57.0
2016-10-17 20:00:00,15.1,18.1,89.0,74.0
2016-10-17 23:00:00,12.8,13.3,94.0,86.0
2016-10-18 02:00:00,11.9,12.8,95.0,91.0
2016-10-18 05:00:00,10.0,11.6,91.0,91.0
2016-10-18 08:00:00,14.6,10.7,76.0,93.0
2016-10-18 11:00:00,20.9,15.4,59.0,74.0
2016-10-18 14:00:00,22.1,20.799999,57.0,59.0
2016-10-18 17:00:00,17.5,23.0,74.0,52.0
2016-10-18 20:00:00,14.3,19.4,86.0,70.0
2016-10-18 23:00:00,13.2,17.4,91.0,75.0
2016-10-19 02:00:00,11.8,15.8,91.0,80.0
2016-10-19 05:00:00,11.7,13.9,96.0,91.0
2016-10-19 08:00:00,16.9,13.8,79.0,87.0
2016-10-19 11:00:00,20.9,15.0,51.0,76.0
2016-10-19 14:00:00,22.1,19.0,54.0,60.0
2016-10-19 17:00:00,20.1,18.9,66.0,59.0
2016-10-19 20:00:00,17.799999,17.0,80.0,70.0
2016-10-19 23:00:00,16.1,14.2,86.0,80.0
2016-10-20 02:00:00,15.0,14.9,91.0,85.0
2016-10-20 05:00:00,13.9,13.8,86.0,90.0
2016-10-20 08:00:00,15.2,13.0,72.0,90.0
2016-10-20 11:00:00,17.9,15.8,60.0,80.0
2016-10-20 14:00:00,18.9,19.799999,64.0,65.0
2016-10-20 17:00:00,16.0,20.799999,70.0,59.0
2016-10-20 20:00:00,15.0,17.799999,80.0,75.0
2016-10-20 23:00:00,14.0,16.9,85.0,85.0
2016-10-21 02:00:00,13.8,15.8,90.0,91.0
2016-10-21 05:00:00,13.0,15.0,90.0,86.0
2016-10-21 08:00:00,15.9,14.0,80.0,84.0
2016-10-21 11:00:00,19.9,14.9,64.0,72.0
2016-10-21 14:00:00,21.0,16.799999,60.0,66.0
2016-10-21 17:00:00,18.1,16.9,75.0,58.0
2016-10-21 20:00:00,17.0,14.1,85.0,64.0
2016-10-21 23:00:00,16.200001,12.1,91.0,78.0
2016-10-22 02:00:00,15.1,11.0,86.0,83.0
2016-10-22 05:00:00,14.1,9.9,84.0,86.0
2016-10-22 08:00:00,15.0,9.0,72.0,91.0
2016-10-22 11:00:00,15.9,11.8,66.0,75.0
2016-10-22 14:00:00,16.0,17.1,59.0,49.0
2016-10-22 17:00:00,14.0,19.200001,64.0,44.0
2016-10-22 20:00:00,12.2,15.9,74.0,64.0
2016-10-22 23:00:00,10.9,13.9,80.0,82.0
2016-10-23 02:00:00,9.8,12.8,85.0,83.0
2016-10-23 05:00:00,8.7,12.8,90.0,92.0
2016-10-23 08:00:00,11.6,12.7,75.0,92.0
2016-10-23 11:00:00,16.9,14.6,49.0,91.0
2016-10-23 14:00:00,18.9,17.700001,44.0,84.0
2016-10-23 17:00:00,15.9,18.9,64.0,70.0
2016-10-23 20:00:00,13.9,17.0,82.0,71.0
2016-10-23 23:00:00,12.8,14.1,87.0,82.0
2016-10-24 02:00:00,12.7,13.1,92.0,90.0
2016-10-24 05:00:00,12.7,11.9,92.0,91.0
2016-10-24 08:00:00,14.5,12.1,91.0,90.0
2016-10-24 11:00:00,17.700001,14.9,84.0,72.0
2016-10-24 14:00:00,19.0,17.0,70.0,56.0
2016-10-24 17:00:00,16.9,16.4,71.0,60.0
2016-10-24 20:00:00,14.3,15.2,86.0,61.0
2016-10-24 23:00:00,12.3,12.8,91.0,61.0
2016-10-25 02:00:00,12.2,11.0,91.0,74.0
2016-10-25 05:00:00,11.3,10.1,87.0,76.0
2016-10-25 08:00:00,14.7,10.0,80.0,77.0
2016-10-25 11:00:00,16.799999,13.7,60.0,70.0
2016-10-25 14:00:00,17.1,17.0,60.0,46.0
2016-10-25 17:00:00,15.3,17.9,73.0,59.0
2016-10-25 20:00:00,14.5,16.299999,73.0,73.0
2016-10-25 23:00:00,12.6,14.9,74.0,79.0
2016-10-26 02:00:00,11.7,13.2,76.0,84.0
2016-10-26 05:00:00,9.7,12.0,83.0,89.0
2016-10-26 08:00:00,12.8,11.8,68.0,90.0
2016-10-26 11:00:00,15.9,12.9,55.0,90.0
2016-10-26 14:00:00,18.700001,13.9,63.0,86.0
2016-10-26 17:00:00,16.1,14.7,73.0,76.0
2016-10-26 20:00:00,14.9,12.8,79.0,71.0
2016-10-26 23:00:00,12.9,11.9,84.0,75.0
2016-10-27 02:00:00,12.0,10.8,89.0,69.0
2016-10-27 05:00:00,12.0,8.1,87.0,69.0
2016-10-27 08:00:00,13.0,7.9,82.0,69.0
2016-10-27 11:00:00,13.3,10.0,82.0,71.0
2016-10-27 14:00:00,13.9,10.8,80.0,60.0
2016-10-27 17:00:00,12.9,11.1,75.0,56.0
2016-10-27 20:00:00,11.9,9.3,76.0,56.0
2016-10-27 23:00:00,10.2,8.0,73.0,66.0
2016-10-28 02:00:00,8.1,7.0,69.0,66.0
2016-10-28 05:00:00,9.0,4.0,57.0,71.0
2016-10-28 08:00:00,10.0,4.0,51.0,75.0
2016-10-28 11:00:00,11.0,7.0,48.0,59.0
2016-10-28 14:00:00,11.2,10.9,47.0,39.0
2016-10-28 17:00:00,8.5,12.9,56.0,39.0
2016-10-28 20:00:00,6.4,9.3,61.0,60.0
2016-10-28 23:00:00,5.2,7.2,70.0,75.0
2016-10-29 02:00:00,4.0,5.6,75.0,80.0
2016-10-29 05:00:00,3.1,7.4,79.0,86.0
2016-10-29 08:00:00,6.9,8.3,59.0,82.0
2016-10-29 11:00:00,10.8,10.6,39.0,73.0
2016-10-29 14:00:00,12.9,11.7,39.0,54.0
2016-10-29 17:00:00,9.1,10.5,60.0,54.0
2016-10-29 20:00:00,7.7,7.9,75.0,59.0
2016-10-29 23:00:00,6.6,4.9,81.0,63.0
2016-10-30 02:00:00,7.1,2.9,88.0,60.0
2016-10-30 05:00:00,5.6,3.0,85.0,61.0
2016-10-30 08:00:00,9.6,1.9,70.0,63.0
2016-10-30 11:00:00,10.5,3.1,68.0,55.0
2016-10-30 14:00:00,10.5,6.0,64.0,44.0
2016-10-30 17:00:00,7.3,6.2,76.0,35.0
2016-10-30 20:00:00,6.1,4.1,73.0,56.0
2016-10-30 23:00:00,4.3,2.1,66.0,69.0
2016-10-31 02:00:00,2.9,2.1,64.0,71.0
2016-10-31 05:00:00,1.0,0.8,61.0,76.0
2016-10-31 08:00:00,2.9,0.7,46.0,74.0
2016-10-31 11:00:00,5.6,3.5,44.0,63.0
2016-10-31 14:00:00,5.9,6.7,44.0,45.0
2016-10-31 17:00:00,3.9,7.8,60.0,45.0
2016-10-31 20:00:00,2.6,6.5,71.0,71.0
2016-10-31 23:00:00,1.7,4.7,80.0,80.0
2016-11-01 02:00:00,0.9,4.5,80.0,84.0
2016-11-01 05:00:00,0.5,5.3,77.0,91.0
2016-11-01 08:00:00,3.5,5.6,53.0,85.0
2016-11-01 11:00:00,7.1,9.8,47.0,68.0
2016-11-01 14:00:00,8.2,13.1,45.0,45.0
2016-11-01 17:00:00,7.0,13.9,68.0,44.0
2016-11-01 20:00:00,5.8,10.8,87.0,69.0
2016-11-01 23:00:00,5.5,8.6,90.0,84.0
2016-11-02 02:00:00,5.3,7.4,95.0,85.0
2016-11-02 05:00:00,4.9,6.1,90.0,87.0
2016-11-02 08:00:00,10.0,6.1,66.0,86.0
2016-11-02 11:00:00,12.7,11.4,44.0,75.0
2016-11-02 14:00:00,14.0,14.9,44.0,57.0
2016-11-02 17:00:00,10.8,16.0,69.0,58.0
2016-11-02 20:00:00,8.8,13.9,84.0,65.0
2016-11-02 23:00:00,7.4,12.6,89.0,79.0
2016-11-03 02:00:00,6.1,12.1,89.0,79.0
2016-11-03 05:00:00,5.9,9.5,86.0,85.0
2016-11-03 08:00:00,10.8,9.3,70.0,85.0
2016-11-03 11:00:00,15.0,13.7,60.0,80.0
2016-11-03 14:00:00,15.1,17.1,60.0,59.0
2016-11-03 17:00:00,13.9,17.299999,65.0,58.0
2016-11-03 20:00:00,12.5,14.9,80.0,78.0
2016-11-03 23:00:00,11.5,12.1,82.0,89.0
2016-11-04 02:00:00,9.7,10.2,85.0,94.0
2016-11-04 05:00:00,10.3,10.8,82.0,94.0
2016-11-04 08:00:00,14.5,10.1,79.0,94.0
2016-11-04 11:00:00,17.799999,12.8,58.0,80.0
2016-11-04 14:00:00,18.200001,16.700001,57.0,69.0
2016-11-04 17:00:00,15.2,16.9,74.0,59.0
2016-11-04 20:00:00,12.2,15.5,89.0,65.0
2016-11-04 23:00:00,10.9,12.0,94.0,75.0
2016-11-05 02:00:00,10.7,11.9,94.0,76.0
2016-11-05 05:00:00,10.0,10.0,95.0,81.0
2016-11-05 08:00:00,13.0,9.9,80.0,80.0
2016-11-05 11:00:00,15.1,12.7,53.0,75.0
2016-11-05 14:00:00,16.1,15.9,56.0,57.0
2016-11-05 17:00:00,14.0,16.1,62.0,59.0
2016-11-05 20:00:00,11.2,14.2,74.0,74.0
2016-11-05 23:00:00,10.2,12.2,77.0,85.0
2016-11-06 02:00:00,9.2,10.3,77.0,87.0
2016-11-06 05:00:00,9.2,7.9,82.0,77.0
2016-11-06 08:00:00,12.0,5.0,71.0,73.0
2016-11-06 11:00:00,15.0,6.0,55.0,57.0
2016-11-06 14:00:00,16.0,7.8,59.0,44.0
2016-11-06 17:00:00,14.1,7.9,73.0,40.0
2016-11-06 20:00:00,12.4,4.9,90.0,48.0
2016-11-06 23:00:00,9.3,2.8,90.0,52.0
2016-11-07 02:00:00,6.3,1.8,89.0,57.0
2016-11-07 05:00:00,4.5,1.0,71.0,50.0
2016-11-07 08:00:00,4.4,0.0,59.0,63.0
2016-11-07 11:00:00,6.8,2.4,48.0,51.0
2016-11-07 14:00:00,8.0,5.8,44.0,40.0
2016-11-07 17:00:00,5.1,7.0,50.0,39.0
2016-11-07 20:00:00,3.0,5.1,55.0,60.0
2016-11-07 23:00:00,2.1,3.1,58.0,76.0
2016-11-08 02:00:00,0.9,1.8,60.0,81.0
2016-11-08 05:00:00,-0.3,0.7,65.0,77.0
2016-11-08 08:00:00,2.9,0.6,50.0,76.0
2016-11-08 11:00:00,5.6,3.5,40.0,67.0
2016-11-08 14:00:00,6.6,6.0,39.0,61.0
2016-11-08 17:00:00,5.1,7.0,61.0,70.0
2016-11-08 20:00:00,2.8,6.2,75.0,76.0
2016-11-08 23:00:00,1.9,5.4,82.0,89.0
2016-11-09 02:00:00,0.8,5.2,77.0,89.0
2016-11-09 05:00:00,-0.1,6.6,75.0,95.0
2016-11-09 08:00:00,2.7,6.5,64.0,80.0
2016-11-09 11:00:00,6.8,9.7,58.0,75.0
2016-11-09 14:00:00,7.1,12.8,67.0,56.0
2016-11-09 17:00:00,6.2,13.0,84.0,49.0
2016-11-09 20:00:00,5.1,10.9,91.0,64.0
2016-11-09 23:00:00,5.6,7.4,91.0,85.0
2016-11-10 02:00:00,7.2,5.6,90.0,90.0
2016-11-10 05:00:00,6.5,4.5,86.0,95.0
2016-11-10 08:00:00,10.5,4.2,70.0,85.0
2016-11-10 11:00:00,12.8,8.5,55.0,80.0
2016-11-10 14:00:00,12.9,13.9,49.0,58.0
2016-11-10 17:00:00,10.1,15.8,64.0,57.0
2016-11-10 20:00:00,7.2,13.6,85.0,69.0
2016-11-10 23:00:00,6.4,12.3,90.0,80.0
2016-11-11 02:00:00,5.1,11.1,91.0,85.0
2016-11-11 05:00:00,7.1,10.5,86.0,90.0
2016-11-11 08:00:00,11.2,10.6,71.0,90.0
2016-11-11 11:00:00,14.9,13.5,58.0,84.0
2016-11-11 14:00:00,16.1,16.9,57.0,64.0
2016-11-11 17:00:00,13.9,18.1,69.0,64.0
2016-11-11 20:00:00,12.7,16.0,79.0,75.0
2016-11-11 23:00:00,11.7,13.8,85.0,84.0
2016-11-12 02:00:00,10.6,12.8,89.0,89.0
2016-11-12 05:00:00,9.7,9.8,89.0,95.0
2016-11-12 08:00:00,12.0,8.4,84.0,95.0
2016-11-12 11:00:00,14.5,11.3,68.0,85.0
2016-11-12 14:00:00,15.8,15.5,67.0,68.0
2016-11-12 17:00:00,14.3,17.9,75.0,63.0
2016-11-12 20:00:00,12.2,15.0,89.0,84.0
2016-11-12 23:00:00,11.2,12.0,90.0,85.0
2016-11-13 02:00:00,9.8,10.0,95.0,75.0
2016-11-13 05:00:00,10.2,7.8,90.0,70.0
2016-11-13 08:00:00,12.1,5.7,80.0,63.0
2016-11-13 11:00:00,15.7,8.6,69.0,51.0
2016-11-13 14:00:00,17.0,9.8,67.0,39.0
2016-11-13 17:00:00,13.8,9.8,84.0,39.0
2016-11-13 20:00:00,12.7,7.7,90.0,50.0
2016-11-13 23:00:00,11.4,4.8,87.0,65.0
2016-11-14 02:00:00,7.6,3.7,71.0,71.0
2016-11-14 05:00:00,5.0,0.9,63.0,83.0
2016-11-14 08:00:00,8.7,-0.2,51.0,84.0
2016-11-14 11:00:00,9.6,4.5,39.0,72.0
2016-11-14 14:00:00,9.7,9.6,39.0,46.0
2016-11-14 17:00:00,7.8,10.8,50.0,44.0
2016-11-14 20:00:00,4.8,8.8,66.0,63.0
2016-11-14 23:00:00,3.6,6.9,72.0,78.0
2016-11-15 02:00:00,0.8,5.5,83.0,85.0
2016-11-15 05:00:00,-0.1,2.7,84.0,87.0
2016-11-15 08:00:00,4.4,2.6,72.0,86.0
2016-11-15 11:00:00,9.7,6.7,45.0,70.0
2016-11-15 14:00:00,11.0,11.0,45.0,55.0
2016-11-15 17:00:00,9.0,13.0,60.0,55.0
2016-11-15 20:00:00,6.8,9.2,75.0,70.0
2016-11-15 23:00:00,4.5,7.0,85.0,85.0
2016-11-16 02:00:00,2.7,5.8,90.0,90.0
2016-11-16 05:00:00,2.7,4.7,85.0,91.0
2016-11-16 08:00:00,6.7,4.7,69.0,90.0
2016-11-16 11:00:00,11.9,8.3,55.0,79.0
2016-11-16 14:00:00,13.7,14.4,54.0,54.0
2016-11-16 17:00:00,9.1,15.9,70.0,56.0
2016-11-16 20:00:00,6.6,12.9,86.0,84.0
2016-11-16 23:00:00,5.7,11.1,91.0,88.0
2016-11-17 02:00:00,4.6,10.8,91.0,93.0
2016-11-17 05:00:00,4.6,10.8,90.0,90.0
2016-11-17 08:00:00,8.4,10.8,80.0,90.0
2016-11-17 11:00:00,14.6,11.8,56.0,86.0
2016-11-17 14:00:00,16.0,14.9,56.0,75.0
2016-11-17 17:00:00,12.3,16.0,83.0,73.0
2016-11-17 20:00:00,11.2,13.7,88.0,84.0
2016-11-17 23:00:00,11.0,11.9,90.0,90.0
2016-11-18 02:00:00,10.9,11.8,90.0,91.0
2016-11-18 05:00:00,9.8,9.1,91.0,90.0
2016-11-18 08:00:00,11.7,9.0,86.0,76.0
2016-11-18 11:00:00,14.9,9.9,75.0,66.0
2016-11-18 14:00:00,16.0,11.8,73.0,53.0
2016-11-18 17:00:00,13.8,12.8,84.0,44.0
2016-11-18 20:00:00,11.7,9.2,90.0,55.0
2016-11-18 23:00:00,11.3,8.0,95.0,66.0
2016-11-19 02:00:00,10.6,6.8,90.0,70.0
2016-11-19 05:00:00,9.8,4.7,76.0,75.0
2016-11-19 08:00:00,11.0,4.5,65.0,76.0
2016-11-19 11:00:00,11.8,7.6,49.0,66.0
2016-11-19 14:00:00,12.9,10.8,44.0,46.0
2016-11-19 17:00:00,9.3,15.1,55.0,50.0
2016-11-19 20:00:00,8.1,12.1,66.0,66.0
2016-11-19 23:00:00,7.0,9.2,70.0,81.0
2016-11-20 02:00:00,4.8,7.7,74.0,82.0
2016-11-20 05:00:00,5.2,7.9,79.0,72.0
2016-11-20 08:00:00,7.7,6.1,74.0,62.0
2016-11-20 11:00:00,12.1,5.1,58.0,60.0
2016-11-20 14:00:00,14.2,3.5,58.0,45.0
2016-11-20 17:00:00,12.2,4.0,78.0,44.0
2016-11-20 20:00:00,11.1,2.0,84.0,49.0
2016-11-20 23:00:00,9.9,1.1,81.0,60.0
2016-11-21 02:00:00,8.1,-0.3,72.0,61.0
2016-11-21 05:00:00,5.1,-2.0,65.0,61.0
2016-11-21 08:00:00,4.4,-2.1,60.0,66.0
2016-11-21 11:00:00,3.2,-0.2,49.0,60.0
2016-11-21 14:00:00,4.0,1.7,44.0,40.0
2016-11-21 17:00:00,2.1,2.1,49.0,44.0
2016-11-21 20:00:00,0.0,0.9,50.0,55.0
2016-11-21 23:00:00,-1.0,-1.0,55.0,65.0
2016-11-22 02:00:00,-2.1,-1.1,60.0,65.0
