datetime,year,month,day,hour,temp_24,hum_24,temp_48,hum_48
2016-03-01 12:00:00,2016,3,1,12,6.8,64,6.0,90
2016-03-01 15:00:00,2016,3,1,15,8.0,56,9.0,73
2016-03-01 18:00:00,2016,3,1,18,6.1,60,12.1,60
2016-03-01 21:00:00,2016,3,1,21,4.9,73,11.0,72
2016-03-02 00:00:00,2016,3,2,0,3.0,80,7.3,82
2016-03-02 03:00:00,2016,3,2,3,2.8,86,5.9,91
2016-03-02 06:00:00,2016,3,2,6,3.7,90,7.6,84
2016-03-02 09:00:00,2016,3,2,9,5.8,79,8.7,84
2016-03-02 12:00:00,2016,3,2,12,9.7,59,11.1,78
2016-03-02 15:00:00,2016,3,2,15,12.1,56,15.0,57
2016-03-02 18:00:00,2016,3,2,18,11.0,65,16.0,61
2016-03-02 21:00:00,2016,3,2,21,8.9,73,14.9,75
2016-03-03 00:00:00,2016,3,3,0,7.9,80,13.9,85
2016-03-03 03:00:00,2016,3,3,3,7.9,86,12.1,89
2016-03-03 06:00:00,2016,3,3,6,8.6,85,11.1,81
2016-03-03 09:00:00,2016,3,3,9,10.7,78,11.1,81
2016-03-03 12:00:00,2016,3,3,12,14.9,59,14.1,71
2016-03-03 15:00:00,2016,3,3,15,16.0,60,17.0,74
2016-03-03 18:00:00,2016,3,3,18,14.9,75,14.9,89
2016-03-03 21:00:00,2016,3,3,21,13.1,84,12.1,86
2016-03-04 00:00:00,2016,3,4,0,12.0,89,7.9,75
2016-03-04 03:00:00,2016,3,4,3,11.1,84,5.6,80
2016-03-04 06:00:00,2016,3,4,6,11.0,81,3.9,88
2016-03-04 09:00:00,2016,3,4,9,14.1,73,3.3,88
2016-03-04 12:00:00,2016,3,4,12,16.799999,80,4.9,85
2016-03-04 15:00:00,2016,3,4,15,15.4,85,9.9,63
2016-03-04 18:00:00,2016,3,4,18,12.5,90,10.9,49
2016-03-04 21:00:00,2016,3,4,21,9.3,95,9.1,48
2016-03-05 00:00:00,2016,3,5,0,6.1,92,6.9,68
2016-03-05 03:00:00,2016,3,5,3,5.1,88,4.9,75
2016-03-05 06:00:00,2016,3,5,6,4.2,89,3.6,80
2016-03-05 09:00:00,2016,3,5,9,5.3,84,2.7,82
2016-03-05 12:00:00,2016,3,5,12,9.6,64,6.7,65
2016-03-05 15:00:00,2016,3,5,15,10.9,48,13.1,48
2016-03-05 18:00:00,2016,3,5,18,8.6,49,14.7,55
2016-03-05 21:00:00,2016,3,5,21,6.7,69,10.6,74
2016-03-06 00:00:00,2016,3,6,0,5.0,75,8.6,83
2016-03-06 03:00:00,2016,3,6,3,2.7,81,6.6,88
2016-03-06 06:00:00,2016,3,6,6,2.7,79,5.3,86
2016-03-06 09:00:00,2016,3,6,9,6.6,66,4.6,79
2016-03-06 12:00:00,2016,3,6,12,13.2,54,6.3,70
2016-03-06 15:00:00,2016,3,6,15,14.4,62,8.8,48
2016-03-06 18:00:00,2016,3,6,18,11.7,73,8.7,41
2016-03-06 21:00:00,2016,3,6,21,9.5,83,6.1,47
2016-03-07 00:00:00,2016,3,7,0,8.1,90,3.9,51
2016-03-07 03:00:00,2016,3,7,3,6.8,90,1.9,51
2016-03-07 06:00:00,2016,3,7,6,5.0,71,0.1,60
2016-03-07 09:00:00,2016,3,7,9,6.1,61,-0.1,55
2016-03-07 12:00:00,2016,3,7,12,8.0,45,1.7,55
2016-03-07 15:00:00,2016,3,7,15,8.7,39,3.7,45
2016-03-07 18:00:00,2016,3,7,18,6.1,43,4.9,40
2016-03-07 21:00:00,2016,3,7,21,4.1,53,3.9,40
2016-03-08 00:00:00,2016,3,8,0,1.1,60,1.1,50
2016-03-08 03:00:00,2016,3,8,3,0.1,60,-1.0,55
2016-03-08 06:00:00,2016,3,8,6,-1.1,55,-2.1,55
2016-03-08 09:00:00,2016,3,8,9,1.9,55,-3.2,50
2016-03-08 12:00:00,2016,3,8,12,3.8,40,-0.8,45
2016-03-08 15:00:00,2016,3,8,15,5.1,35,1.1,39
2016-03-08 18:00:00,2016,3,8,18,1.9,40,2.9,39
2016-03-08 21:00:00,2016,3,8,21,-0.3,49,1.1,41
2016-03-09 00:00:00,2016,3,9,0,-1.2,53,-0.7,50
2016-03-09 03:00:00,2016,3,9,3,-2.1,53,-2.8,55
2016-03-09 06:00:00,2016,3,9,6,-3.8,49,-3.9,59
2016-03-09 09:00:00,2016,3,9,9,-0.9,41,-4.1,55
2016-03-09 12:00:00,2016,3,9,12,0.9,35,-1.1,39
2016-03-09 15:00:00,2016,3,9,15,2.8,35,0.8,30
2016-03-09 18:00:00,2016,3,9,18,1.1,47,2.9,33
2016-03-09 21:00:00,2016,3,9,21,-0.8,56,1.1,43
2016-03-10 00:00:00,2016,3,10,0,-2.8,61,-0.9,66
2016-03-10 03:00:00,2016,3,10,3,-4.0,60,-2.9,69
2016-03-10 06:00:00,2016,3,10,6,-3.0,59,-2.2,69
2016-03-10 09:00:00,2016,3,10,9,-1.1,39,-1.4,69
2016-03-10 12:00:00,2016,3,10,12,0.8,30,1.6,68
2016-03-10 15:00:00,2016,3,10,15,2.0,29,4.9,45
2016-03-10 18:00:00,2016,3,10,18,1.0,34,6.2,43
2016-03-10 21:00:00,2016,3,10,21,-1.0,69,4.4,48
2016-03-11 00:00:00,2016,3,11,0,-2.2,71,2.1,69
2016-03-11 03:00:00,2016,3,11,3,-2.3,72,0.0,70
2016-03-11 06:00:00,2016,3,11,6,-2.6,70,0.6,74
2016-03-11 09:00:00,2016,3,11,9,1.7,68,-0.4,78
2016-03-11 12:00:00,2016,3,11,12,4.9,44,1.7,71
2016-03-11 15:00:00,2016,3,11,15,6.1,43,6.0,51
2016-03-11 18:00:00,2016,3,11,18,4.3,45,6.1,55
2016-03-11 21:00:00,2016,3,11,21,2.3,67,5.0,58
2016-03-12 00:00:00,2016,3,12,0,1.0,70,1.8,80
2016-03-12 03:00:00,2016,3,12,3,0.8,76,0.0,84
2016-03-12 06:00:00,2016,3,12,6,-0.1,77,-1.0,91
2016-03-12 09:00:00,2016,3,12,9,1.8,71,-2.0,94
2016-03-12 12:00:00,2016,3,12,12,6.0,55,2.4,75
2016-03-12 15:00:00,2016,3,12,15,5.7,59,6.1,34
2016-03-12 18:00:00,2016,3,12,18,4.6,58,8.1,29
2016-03-12 21:00:00,2016,3,12,21,1.6,84,6.3,34
2016-03-13 00:00:00,2016,3,13,0,-0.1,84,3.1,56
2016-03-13 03:00:00,2016,3,13,3,-1.1,90,1.8,69
2016-03-13 06:00:00,2016,3,13,6,-0.6,91,-1.4,75
2016-03-13 09:00:00,2016,3,13,9,2.2,74,-2.7,76
2016-03-13 12:00:00,2016,3,13,12,6.0,34,2.8,64
2016-03-13 15:00:00,2016,3,13,15,8.0,29,8.2,34
2016-03-13 18:00:00,2016,3,13,18,6.0,34,11.6,24
2016-03-13 21:00:00,2016,3,13,21,2.8,57,7.4,34
2016-03-14 00:00:00,2016,3,14,0,0.9,69,4.1,59
2016-03-14 03:00:00,2016,3,14,3,-1.3,75,2.3,74
2016-03-14 06:00:00,2016,3,14,6,-3.1,77,0.0,81
2016-03-14 09:00:00,2016,3,14,9,2.6,66,-0.1,79
2016-03-14 12:00:00,2016,3,14,12,7.8,34,4.4,59
2016-03-14 15:00:00,2016,3,14,15,11.0,23,11.6,27
2016-03-14 18:00:00,2016,3,14,18,8.3,27,12.8,17
2016-03-14 21:00:00,2016,3,14,21,5.2,57,10.1,19
2016-03-15 00:00:00,2016,3,15,0,2.8,76,4.9,65
2016-03-15 03:00:00,2016,3,15,3,1.6,80,2.0,75
2016-03-15 06:00:00,2016,3,15,6,-0.2,84,2.6,80
2016-03-15 09:00:00,2016,3,15,9,4.8,62,1.5,80
2016-03-15 12:00:00,2016,3,15,12,10.0,28,8.4,68
2016-03-15 15:00:00,2016,3,15,15,12.9,28,14.1,43
2016-03-15 18:00:00,2016,3,15,18,10.0,40,15.2,51
2016-03-15 21:00:00,2016,3,15,21,6.2,65,14.3,68
2016-03-16 00:00:00,2016,3,16,0,3.1,76,9.2,89
2016-03-16 03:00:00,2016,3,16,3,0.9,80,9.0,90
2016-03-16 06:00:00,2016,3,16,6,0.6,80,8.8,90
2016-03-16 09:00:00,2016,3,16,9,5.8,70,8.5,90
2016-03-16 12:00:00,2016,3,16,12,13.1,43,8.9,90
2016-03-16 15:00:00,2016,3,16,15,15.1,43,10.9,85
2016-03-16 18:00:00,2016,3,16,18,13.2,56,12.9,75
2016-03-16 21:00:00,2016,3,16,21,11.1,75,11.9,70
2016-03-17 00:00:00,2016,3,17,0,9.9,85,10.1,80
2016-03-17 03:00:00,2016,3,17,3,8.9,90,8.3,85
2016-03-17 06:00:00,2016,3,17,6,7.9,91,7.2,93
2016-03-17 09:00:00,2016,3,17,9,8.9,89,7.1,91
2016-03-17 12:00:00,2016,3,17,12,10.9,79,9.0,76
2016-03-17 15:00:00,2016,3,17,15,13.0,77,10.2,50
2016-03-17 18:00:00,2016,3,17,18,13.1,75,13.4,39
2016-03-17 21:00:00,2016,3,17,21,10.0,87,11.4,40
2016-03-18 00:00:00,2016,3,18,0,7.9,82,7.3,65
2016-03-18 03:00:00,2016,3,18,3,7.2,93,5.9,79
2016-03-18 06:00:00,2016,3,18,6,6.4,94,3.9,89
2016-03-18 09:00:00,2016,3,18,9,6.4,79,1.9,94
2016-03-18 12:00:00,2016,3,18,12,11.5,44,7.6,69
2016-03-18 15:00:00,2016,3,18,15,13.6,39,12.3,43
2016-03-18 18:00:00,2016,3,18,18,11.5,42,14.6,31
2016-03-18 21:00:00,2016,3,18,21,7.3,68,11.5,35
2016-03-19 00:00:00,2016,3,19,0,5.1,83,7.3,67
2016-03-19 03:00:00,2016,3,19,3,4.0,88,3.7,83
2016-03-19 06:00:00,2016,3,19,6,1.8,93,3.1,86
2016-03-19 09:00:00,2016,3,19,9,7.7,69,1.8,89
2016-03-19 12:00:00,2016,3,19,12,12.1,43,7.4,66
2016-03-19 15:00:00,2016,3,19,15,14.6,31,13.2,34
2016-03-19 18:00:00,2016,3,19,18,11.6,38,14.4,23
2016-03-19 21:00:00,2016,3,19,21,7.3,68,12.4,25
2016-03-20 00:00:00,2016,3,20,0,3.9,84,8.3,56
2016-03-20 03:00:00,2016,3,20,3,2.6,86,5.1,76
2016-03-20 06:00:00,2016,3,20,6,2.1,89,3.2,91
2016-03-20 09:00:00,2016,3,20,9,6.7,66,2.0,93
2016-03-20 12:00:00,2016,3,20,12,13.1,34,6.8,74
2016-03-20 15:00:00,2016,3,20,15,14.3,26,12.3,38
2016-03-20 18:00:00,2016,3,20,18,12.8,34,14.7,38
2016-03-20 21:00:00,2016,3,20,21,8.3,64,10.8,57
2016-03-21 00:00:00,2016,3,21,0,4.9,82,7.4,71
2016-03-21 03:00:00,2016,3,21,3,2.9,88,5.9,89
2016-03-21 06:00:00,2016,3,21,6,1.6,89,3.7,80
2016-03-21 09:00:00,2016,3,21,9,6.4,74,3.8,72
2016-03-21 12:00:00,2016,3,21,12,12.3,39,7.0,51
2016-03-21 15:00:00,2016,3,21,15,13.8,39,10.0,32
2016-03-21 18:00:00,2016,3,21,18,10.8,58,11.1,25
2016-03-21 21:00:00,2016,3,21,21,7.2,75,8.1,33
2016-03-22 00:00:00,2016,3,22,0,5.2,89,5.4,58
2016-03-22 03:00:00,2016,3,22,3,3.8,90,3.4,68
2016-03-22 06:00:00,2016,3,22,6,3.8,85,2.2,54
2016-03-22 09:00:00,2016,3,22,9,6.6,58,0.2,60
2016-03-22 12:00:00,2016,3,22,12,9.7,33,4.3,46
2016-03-22 15:00:00,2016,3,22,15,11.1,27,7.2,29
2016-03-22 18:00:00,2016,3,22,18,8.4,42,8.5,28
2016-03-22 21:00:00,2016,3,22,21,5.3,58,6.5,35
2016-03-23 00:00:00,2016,3,23,0,3.2,79,3.8,64
2016-03-23 03:00:00,2016,3,23,3,1.9,79,2.9,72
2016-03-23 06:00:00,2016,3,23,6,0.1,62,0.5,81
2016-03-23 09:00:00,2016,3,23,9,4.1,49,-1.3,77
2016-03-23 12:00:00,2016,3,23,12,7.2,34,4.1,60
2016-03-23 15:00:00,2016,3,23,15,8.5,28,8.4,34
2016-03-23 18:00:00,2016,3,23,18,6.5,35,9.3,33
2016-03-23 21:00:00,2016,3,23,21,4.1,62,6.4,38
2016-03-24 00:00:00,2016,3,24,0,2.7,80,3.1,55
2016-03-24 03:00:00,2016,3,24,3,0.5,81,0.8,71
2016-03-24 06:00:00,2016,3,24,6,-1.4,76,-0.4,85
2016-03-24 09:00:00,2016,3,24,9,3.8,60,-1.6,85
2016-03-24 12:00:00,2016,3,24,12,8.4,35,3.1,63
2016-03-24 15:00:00,2016,3,24,15,9.4,33,8.2,38
2016-03-24 18:00:00,2016,3,24,18,6.4,37,9.3,32
2016-03-24 21:00:00,2016,3,24,21,3.4,55,8.1,37
2016-03-25 00:00:00,2016,3,25,0,1.1,74,5.0,64
2016-03-25 03:00:00,2016,3,25,3,-0.2,84,2.0,79
2016-03-25 06:00:00,2016,3,25,6,-1.3,90,2.3,81
2016-03-25 09:00:00,2016,3,25,9,4.8,64,1.4,84
2016-03-25 12:00:00,2016,3,25,12,9.0,28,6.9,53
2016-03-25 15:00:00,2016,3,25,15,10.1,27,11.0,27
2016-03-25 18:00:00,2016,3,25,18,9.0,28,12.4,26
2016-03-25 21:00:00,2016,3,25,21,6.0,62,10.5,42
2016-03-26 00:00:00,2016,3,26,0,3.7,75,7.2,68
2016-03-26 03:00:00,2016,3,26,3,2.7,81,5.1,80
2016-03-26 06:00:00,2016,3,26,6,0.1,92,2.0,85
2016-03-26 09:00:00,2016,3,26,9,6.1,65,0.8,88
2016-03-26 12:00:00,2016,3,26,12,11.2,19,6.3,58
2016-03-26 15:00:00,2016,3,26,15,12.5,18,13.2,28
2016-03-26 18:00:00,2016,3,26,18,10.1,21,14.5,26
2016-03-26 21:00:00,2016,3,26,21,5.8,61,12.1,33
2016-03-27 00:00:00,2016,3,27,0,3.5,77,8.7,62
2016-03-27 03:00:00,2016,3,27,3,1.5,83,6.2,81
2016-03-27 06:00:00,2016,3,27,6,0.9,88,7.2,61
2016-03-27 09:00:00,2016,3,27,9,6.8,58,7.1,58
2016-03-27 12:00:00,2016,3,27,12,13.5,27,11.2,56
2016-03-27 15:00:00,2016,3,27,15,14.5,26,14.2,48
2016-03-27 18:00:00,2016,3,27,18,12.3,35,14.3,55
2016-03-27 21:00:00,2016,3,27,21,9.3,61,12.2,68
2016-03-28 00:00:00,2016,3,28,0,8.1,82,10.1,79
2016-03-28 03:00:00,2016,3,28,3,7.0,67,8.1,90
2016-03-28 06:00:00,2016,3,28,6,7.1,61,5.0,94
2016-03-28 09:00:00,2016,3,28,9,11.5,53,4.2,97
2016-03-28 12:00:00,2016,3,28,12,14.4,47,6.7,87
2016-03-28 15:00:00,2016,3,28,15,14.3,54,14.2,42
2016-03-28 18:00:00,2016,3,28,18,12.1,76,16.700001,30
2016-03-28 21:00:00,2016,3,28,21,10.0,84,14.7,38
2016-03-29 00:00:00,2016,3,29,0,8.1,88,10.5,61
2016-03-29 03:00:00,2016,3,29,3,5.3,91,7.0,79
2016-03-29 06:00:00,2016,3,29,6,4.4,91,5.8,77
2016-03-29 09:00:00,2016,3,29,9,6.9,85,5.7,82
2016-03-29 12:00:00,2016,3,29,12,14.5,48,10.6,48
2016-03-29 15:00:00,2016,3,29,15,17.1,33,16.700001,23
2016-03-29 18:00:00,2016,3,29,18,14.9,38,17.4,24
2016-03-29 21:00:00,2016,3,29,21,11.0,64,14.1,34
2016-03-30 00:00:00,2016,3,30,0,6.7,82,11.4,49
2016-03-30 03:00:00,2016,3,30,3,5.8,89,8.5,68
2016-03-30 06:00:00,2016,3,30,6,5.4,85,5.8,75
2016-03-30 09:00:00,2016,3,30,9,10.3,55,5.0,78
2016-03-30 12:00:00,2016,3,30,12,17.1,26,11.6,34
2016-03-30 15:00:00,2016,3,30,15,17.5,22,18.299999,20
2016-03-30 18:00:00,2016,3,30,18,16.0,19,20.4,27
2016-03-30 21:00:00,2016,3,30,21,12.1,50,16.6,27
2016-03-31 00:00:00,2016,3,31,0,9.5,70,12.0,55
2016-03-31 03:00:00,2016,3,31,3,7.4,72,8.1,78
2016-03-31 06:00:00,2016,3,31,6,4.7,75,5.9,89
2016-03-31 09:00:00,2016,3,31,9,12.1,44,5.9,89
2016-03-31 12:00:00,2016,3,31,12,18.4,27,11.4,62
2016-03-31 15:00:00,2016,3,31,15,20.700001,27,17.5,42
2016-03-31 18:00:00,2016,3,31,18,18.4,27,21.4,37
2016-03-31 21:00:00,2016,3,31,21,12.9,53,17.6,41
2016-04-01 00:00:00,2016,4,1,0,9.1,79,13.2,60
2016-04-01 03:00:00,2016,4,1,3,7.1,89,11.3,71
2016-04-01 06:00:00,2016,4,1,6,5.9,89,9.2,90
2016-04-01 09:00:00,2016,4,1,9,12.9,64,8.9,90
2016-04-01 12:00:00,2016,4,1,12,20.0,42,11.0,78
2016-04-01 15:00:00,2016,4,1,15,20.700001,37,12.1,68
2016-04-01 18:00:00,2016,4,1,18,17.5,40,13.9,69
2016-04-01 21:00:00,2016,4,1,21,13.3,59,12.2,69
2016-04-02 00:00:00,2016,4,2,0,9.8,80,11.0,80
2016-04-02 03:00:00,2016,4,2,3,7.9,88,10.0,85
2016-04-02 06:00:00,2016,4,2,6,8.6,89,9.2,91
2016-04-02 09:00:00,2016,4,2,9,9.7,79,9.0,91
2016-04-02 12:00:00,2016,4,2,12,11.8,68,12.0,85
2016-04-02 15:00:00,2016,4,2,15,12.9,69,14.4,69
2016-04-02 18:00:00,2016,4,2,18,12.0,72,17.0,60
2016-04-02 21:00:00,2016,4,2,21,10.2,81,15.4,58
2016-04-03 00:00:00,2016,4,3,0,8.9,85,11.4,60
2016-04-03 03:00:00,2016,4,3,3,8.1,89,8.3,72
2016-04-03 06:00:00,2016,4,3,6,6.2,73,7.0,74
2016-04-03 09:00:00,2016,4,3,9,11.2,52,4.9,82
2016-04-03 12:00:00,2016,4,3,12,15.2,50,11.0,48
2016-04-03 15:00:00,2016,4,3,15,17.1,40,16.200001,28
2016-04-03 18:00:00,2016,4,3,18,14.4,39,17.5,27
2016-04-03 21:00:00,2016,4,3,21,10.3,53,14.6,31
2016-04-04 00:00:00,2016,4,4,0,8.7,64,11.4,57
2016-04-04 03:00:00,2016,4,4,3,6.8,73,8.2,74
2016-04-04 06:00:00,2016,4,4,6,4.0,83,5.9,72
2016-04-04 09:00:00,2016,4,4,9,10.8,47,5.7,67
2016-04-04 12:00:00,2016,4,4,12,16.299999,27,11.7,38
2016-04-04 15:00:00,2016,4,4,15,17.6,27,19.0,29
2016-04-04 18:00:00,2016,4,4,18,14.6,31,19.4,36
2016-04-04 21:00:00,2016,4,4,21,11.1,55,16.4,61
2016-04-05 00:00:00,2016,4,5,0,7.9,73,13.4,85
2016-04-05 03:00:00,2016,4,5,3,5.7,84,12.0,90
2016-04-05 06:00:00,2016,4,5,6,5.8,75,10.1,86
2016-04-05 09:00:00,2016,4,5,9,11.8,43,9.8,94
2016-04-05 12:00:00,2016,4,5,12,19.299999,24,12.0,82
2016-04-05 15:00:00,2016,4,5,15,22.200001,19,16.1,64
2016-04-05 18:00:00,2016,4,5,18,18.9,29,18.200001,59
2016-04-05 21:00:00,2016,4,5,21,13.7,59,15.4,64
2016-04-06 00:00:00,2016,4,6,0,11.9,88,12.1,77
2016-04-06 03:00:00,2016,4,6,3,10.0,94,9.2,88
2016-04-06 06:00:00,2016,4,6,6,9.7,95,7.0,95
2016-04-06 09:00:00,2016,4,6,9,12.0,82,6.2,94
2016-04-06 12:00:00,2016,4,6,12,16.0,66,10.0,67
2016-04-06 15:00:00,2016,4,6,15,18.299999,60,15.0,30
2016-04-06 18:00:00,2016,4,6,18,15.6,64,16.5,25
2016-04-06 21:00:00,2016,4,6,21,11.3,80,14.0,34
2016-04-07 00:00:00,2016,4,7,0,9.0,89,9.6,61
2016-04-07 03:00:00,2016,4,7,3,7.0,95,8.0,76
2016-04-07 06:00:00,2016,4,7,6,7.0,94,6.9,92
2016-04-07 09:00:00,2016,4,7,9,9.9,68,6.1,93
2016-04-07 12:00:00,2016,4,7,12,15.5,35,9.2,77
2016-04-07 15:00:00,2016,4,7,15,16.9,28,14.8,51
2016-04-07 18:00:00,2016,4,7,18,13.7,54,16.700001,54
2016-04-07 21:00:00,2016,4,7,21,9.4,77,13.7,59
2016-04-08 00:00:00,2016,4,8,0,8.1,90,10.6,75
2016-04-08 03:00:00,2016,4,8,3,6.9,94,8.7,85
2016-04-08 06:00:00,2016,4,8,6,5.9,94,8.6,90
2016-04-08 09:00:00,2016,4,8,9,9.4,79,8.6,89
2016-04-08 12:00:00,2016,4,8,12,14.8,59,12.5,78
2016-04-08 15:00:00,2016,4,8,15,16.799999,55,17.0,51
2016-04-08 18:00:00,2016,4,8,18,16.200001,59,16.799999,57
2016-04-08 21:00:00,2016,4,8,21,13.3,71,15.1,68
2016-04-09 00:00:00,2016,4,9,0,10.4,85,11.1,75
2016-04-09 03:00:00,2016,4,9,3,9.1,90,9.1,85
2016-04-09 06:00:00,2016,4,9,6,8.1,89,7.2,95
2016-04-09 09:00:00,2016,4,9,9,12.9,79,7.1,95
2016-04-09 12:00:00,2016,4,9,12,16.4,51,12.0,67
2016-04-09 15:00:00,2016,4,9,15,17.6,57,16.1,47
2016-04-09 18:00:00,2016,4,9,18,15.4,68,18.1,42
2016-04-09 21:00:00,2016,4,9,21,11.3,79,15.7,47
2016-04-10 00:00:00,2016,4,10,0,9.0,88,12.6,62
2016-04-10 03:00:00,2016,4,10,3,7.1,94,10.3,64
2016-04-10 06:00:00,2016,4,10,6,7.2,85,9.1,73
2016-04-10 09:00:00,2016,4,10,9,12.1,67,8.0,61
2016-04-10 12:00:00,2016,4,10,12,16.0,39,12.0,52
2016-04-10 15:00:00,2016,4,10,15,18.1,29,17.5,38
2016-04-10 18:00:00,2016,4,10,18,15.4,39,20.5,42
2016-04-10 21:00:00,2016,4,10,21,11.1,62,17.0,63
2016-04-11 00:00:00,2016,4,11,0,10.1,76,14.4,84
2016-04-11 03:00:00,2016,4,11,3,9.1,75,14.0,90
2016-04-11 06:00:00,2016,4,11,6,8.1,62,15.8,94
2016-04-11 09:00:00,2016,4,11,9,12.9,52,14.4,94
2016-04-11 12:00:00,2016,4,11,12,18.299999,37,13.7,90
2016-04-11 15:00:00,2016,4,11,15,20.4,38,14.4,80
2016-04-11 18:00:00,2016,4,11,18,18.200001,40,16.9,67
2016-04-11 21:00:00,2016,4,11,21,16.799999,53,16.6,65
2016-04-12 00:00:00,2016,4,12,0,15.7,89,13.2,77
2016-04-12 03:00:00,2016,4,12,3,15.5,92,10.1,88
2016-04-12 06:00:00,2016,4,12,6,14.0,94,10.8,94
2016-04-12 09:00:00,2016,4,12,9,13.4,89,11.6,96
2016-04-12 12:00:00,2016,4,12,12,15.5,77,14.0,80
2016-04-12 15:00:00,2016,4,12,15,17.5,67,16.200001,59
2016-04-12 18:00:00,2016,4,12,18,16.200001,68,19.4,54
2016-04-12 21:00:00,2016,4,12,21,13.7,79,14.8,50
2016-04-13 00:00:00,2016,4,13,0,12.3,89,11.4,74
2016-04-13 03:00:00,2016,4,13,3,11.0,94,8.4,86
2016-04-13 06:00:00,2016,4,13,6,9.0,96,6.9,89
2016-04-13 09:00:00,2016,4,13,9,10.9,80,6.0,91
2016-04-13 12:00:00,2016,4,13,12,16.6,65,12.9,70
2016-04-13 15:00:00,2016,4,13,15,17.700001,55,20.0,35
2016-04-13 18:00:00,2016,4,13,18,14.9,53,21.9,29
2016-04-13 21:00:00,2016,4,13,21,11.5,79,18.6,39
2016-04-14 00:00:00,2016,4,14,0,8.4,88,14.1,70
2016-04-14 03:00:00,2016,4,14,3,6.8,89,11.2,82
2016-04-14 06:00:00,2016,4,14,6,6.1,91,9.1,86
2016-04-14 09:00:00,2016,4,14,9,11.5,70,8.9,82
2016-04-14 12:00:00,2016,4,14,12,19.9,35,12.8,69
2016-04-14 15:00:00,2016,4,14,15,21.700001,30,16.200001,70
2016-04-14 18:00:00,2016,4,14,18,17.799999,39,15.7,85
2016-04-14 21:00:00,2016,4,14,21,11.7,74,14.1,85
2016-04-15 00:00:00,2016,4,15,0,10.4,84,13.9,91
2016-04-15 03:00:00,2016,4,15,3,9.1,87,12.9,98
2016-04-15 06:00:00,2016,4,15,6,9.0,82,10.1,96
2016-04-15 09:00:00,2016,4,15,9,12.6,67,10.1,98
2016-04-15 12:00:00,2016,4,15,12,16.200001,67,12.7,78
2016-04-15 15:00:00,2016,4,15,15,16.1,83,13.9,56
2016-04-15 18:00:00,2016,4,15,18,15.6,85,15.2,70
2016-04-15 21:00:00,2016,4,15,21,15.0,90,11.7,75
2016-04-16 00:00:00,2016,4,16,0,13.8,95,10.2,84
2016-04-16 03:00:00,2016,4,16,3,11.3,95,9.0,85
2016-04-16 06:00:00,2016,4,16,6,10.4,95,7.0,90
2016-04-16 09:00:00,2016,4,16,9,11.7,93,5.1,90
2016-04-16 12:00:00,2016,4,16,12,13.2,66,10.1,64
2016-04-16 15:00:00,2016,4,16,15,15.1,70,14.4,44
2016-04-16 18:00:00,2016,4,16,18,11.7,55,16.200001,47
2016-04-16 21:00:00,2016,4,16,21,9.6,66,12.5,66
2016-04-17 00:00:00,2016,4,17,0,8.1,72,10.3,88
2016-04-17 03:00:00,2016,4,17,3,7.6,72,8.1,90
2016-04-17 06:00:00,2016,4,17,6,6.7,85,6.1,90
2016-04-17 09:00:00,2016,4,17,9,11.8,68,5.3,85
2016-04-17 12:00:00,2016,4,17,12,15.2,43,10.9,67
2016-04-17 15:00:00,2016,4,17,15,16.0,47,14.0,47
2016-04-17 18:00:00,2016,4,17,18,12.3,69,16.1,37
2016-04-17 21:00:00,2016,4,17,21,10.2,83,15.0,36
2016-04-18 00:00:00,2016,4,18,0,8.1,88,10.0,62
2016-04-18 03:00:00,2016,4,18,3,6.3,89,9.1,79
2016-04-18 06:00:00,2016,4,18,6,5.4,85,8.0,81
2016-04-18 09:00:00,2016,4,18,9,10.1,67,7.2,78
2016-04-18 12:00:00,2016,4,18,12,14.1,47,13.9,56
2016-04-18 15:00:00,2016,4,18,15,16.1,37,18.799999,33
2016-04-18 18:00:00,2016,4,18,18,14.9,36,19.1,40
2016-04-18 21:00:00,2016,4,18,21,10.7,63,17.200001,48
2016-04-19 00:00:00,2016,4,19,0,9.3,79,15.1,61
2016-04-19 03:00:00,2016,4,19,3,8.0,80,13.2,74
2016-04-19 06:00:00,2016,4,19,6,7.2,80,12.3,93
2016-04-19 09:00:00,2016,4,19,9,13.1,67,12.1,94
2016-04-19 12:00:00,2016,4,19,12,17.1,39,13.1,89
2016-04-19 15:00:00,2016,4,19,15,19.200001,41,14.3,84
2016-04-19 18:00:00,2016,4,19,18,16.9,55,16.9,78
2016-04-19 21:00:00,2016,4,19,21,14.6,64,16.9,77
2016-04-20 00:00:00,2016,4,20,0,12.7,79,14.3,83
2016-04-20 03:00:00,2016,4,20,3,12.1,93,13.3,89
2016-04-20 06:00:00,2016,4,20,6,12.0,94,11.4,93
2016-04-20 09:00:00,2016,4,20,9,13.1,90,9.4,94
2016-04-20 12:00:00,2016,4,20,12,14.5,84,14.0,82
2016-04-20 15:00:00,2016,4,20,15,17.299999,79,18.4,57
2016-04-20 18:00:00,2016,4,20,18,16.9,80,18.4,57
2016-04-20 21:00:00,2016,4,20,21,14.0,85,16.299999,53
2016-04-21 00:00:00,2016,4,21,0,13.1,90,12.2,81
2016-04-21 03:00:00,2016,4,21,3,11.2,93,9.2,85
2016-04-21 06:00:00,2016,4,21,6,9.4,94,7.2,92
2016-04-21 09:00:00,2016,4,21,9,14.1,80,6.9,88
