,year,day,hour,forecast,temp,hum
53,2017,4,8,46,7.9,50.0
54,2017,4,11,25,4.0,65.0
55,2017,4,11,46,5.9,70.0
56,2017,4,14,25,2.9,75.0
57,2017,4,14,46,2.1,85.0
58,2017,4,17,25,2.5,76.0
59,2017,4,17,46,0.1,90.0
60,2017,4,20,25,0.5,81.0
61,2017,4,20,46,-0.2,95.0
62,2017,4,23,25,2.5,75.0
63,2017,4,23,46,-0.8,94.0
64,2017,5,2,25,6.0,55.0
65,2017,5,2,46,2.4,90.0
66,2017,5,5,25,8.0,50.0
67,2017,5,5,46,5.8,64.0
68,2017,5,8,25,6.0,70.0
69,2017,5,8,46,9.0,50.0
70,2017,5,11,25,3.0,80.0
71,2017,5,11,46,5.0,70.0
72,2017,5,14,25,1.0,85.0
73,2017,5,14,46,3.0,80.0
74,2017,5,17,25,1.0,90.0
75,2017,5,17,46,2.0,80.0
76,2017,5,20,25,0.0,90.0
77,2017,5,20,46,2.0,80.0
78,2017,5,23,25,1.0,85.0
79,2017,5,23,46,2.0,85.0
80,2017,6,2,25,8.0,60.0
81,2017,6,2,46,2.0,85.0
82,2017,6,5,25,9.0,50.0
83,2017,6,5,46,7.0,70.0
84,2017,6,8,25,5.0,70.0
85,2017,6,8,46,10.0,60.0
86,2017,6,11,25,4.0,75.0
87,2017,6,11,46,7.0,75.0
88,2017,6,14,25,3.0,80.0
89,2017,6,14,46,5.0,80.0
90,2017,6,17,25,3.0,80.0
91,2017,6,17,46,3.0,80.0
92,2017,6,20,25,3.0,80.0
93,2017,6,20,46,3.0,76.0
94,2017,6,23,25,3.0,80.0
95,2017,6,23,46,2.0,75.0
96,2017,7,2,25,8.0,70.0
97,2017,7,2,46,2.0,75.0
98,2017,7,5,25,9.0,65.0
99,2017,7,5,46,4.0,60.0
100,2017,7,8,25,6.0,75.0
101,2017,7,8,46,4.0,50.0
102,2017,7,11,25,5.0,80.0
103,2017,7,11,46,1.0,50.0
104,2017,7,14,25,4.0,80.0
105,2017,7,14,46,-1.0,60.0
106,2017,7,17,25,2.0,80.0
107,2017,7,17,46,-2.0,70.0
108,2017,7,20,25,3.0,80.0
109,2017,7,20,46,-3.0,75.0
110,2017,7,23,25,2.0,70.0
111,2017,7,23,46,-3.0,75.0
112,2017,8,2,25,3.0,60.0
113,2017,8,2,46,-2.0,75.0
114,2017,8,5,25,4.0,50.0
115,2017,8,5,46,3.0,65.0
116,2017,8,8,25,1.0,55.0
117,2017,8,8,46,2.0,50.0
118,2017,8,11,25,-1.0,65.0
119,2017,8,11,46,-2.0,50.0
120,2017,8,14,25,-3.0,70.0
121,2017,8,14,46,-4.0,55.0
122,2017,8,17,25,-3.0,75.0
123,2017,8,17,46,-5.0,60.0
124,2017,8,20,25,-3.0,75.0
125,2017,8,20,46,-6.0,60.0
126,2017,8,23,25,-2.0,75.0
127,2017,8,23,46,-6.0,70.0
128,2017,9,2,25,2.0,65.0
129,2017,9,2,46,-4.0,65.0
130,2017,9,5,25,1.0,50.0
131,2017,9,5,46,3.0,45.0
132,2017,9,8,25,-2.0,50.0
133,2017,9,8,46,3.0,40.0
134,2017,9,11,25,-4.0,55.0
135,2017,9,11,46,-1.0,60.0
136,2017,9,14,25,-5.0,60.0
137,2017,9,14,46,-1.0,70.0
138,2017,9,17,25,-5.0,60.0
139,2017,9,17,46,0.0,70.0
140,2017,9,20,25,-6.0,65.0
141,2017,9,20,46,1.0,65.0
142,2017,9,23,25,-4.0,65.0
143,2017,9,23,46,1.0,70.0
144,2017,10,2,25,2.0,50.0
145,2017,10,2,46,1.0,75.0
146,2017,10,5,25,3.0,40.0
147,2017,10,5,46,3.0,60.0
148,2017,10,8,25,-1.0,55.0
149,2017,10,8,46,3.0,50.0
150,2017,10,11,25,-1.0,65.0
151,2017,10,11,46,0.0,60.0
152,2017,10,14,25,1.0,65.0
153,2017,10,14,46,-1.0,65.0
154,2017,10,17,25,1.0,60.0
155,2017,10,17,46,-3.0,70.0
156,2017,10,20,25,1.0,70.0
157,2017,10,20,46,-4.0,70.0
158,2017,10,23,25,0.0,75.0
159,2017,10,23,46,-5.0,70.0
160,2017,11,2,25,3.0,55.0
161,2017,11,2,46,-5.0,65.0
162,2017,11,5,25,3.0,50.0
163,2017,11,5,46,0.0,60.0
164,2017,11,8,25,-1.0,55.0
165,2017,11,8,46,-2.0,65.0
166,2017,11,11,25,-2.0,60.0
167,2017,11,11,46,-2.0,55.0
168,2017,11,14,25,-3.0,60.0
169,2017,11,14,46,-3.0,60.0
170,2017,11,17,25,-4.0,65.0
171,2017,11,17,46,-4.0,55.0
172,2017,11,20,25,-5.0,75.0
173,2017,11,20,46,-5.0,50.0
174,2017,11,23,25,-5.0,70.0
175,2017,11,23,46,-6.0,50.0
176,2017,12,2,25,-2.0,60.0
177,2017,12,2,46,-6.0,45.0
178,2017,12,5,25,-2.0,60.0
179,2017,12,5,46,-5.0,40.0
180,2017,12,8,25,-2.0,55.0
181,2017,12,8,46,-4.0,40.0
182,2017,12,11,25,-3.0,60.0
183,2017,12,11,46,-6.0,40.0
184,2017,12,14,25,-4.0,55.0
185,2017,12,14,46,-6.0,45.0
186,2017,12,17,25,-5.0,50.0
187,2017,12,17,46,-7.0,45.0
188,2017,12,20,25,-6.0,50.0
189,2017,12,20,46,-8.0,55.0
190,2017,12,23,25,-7.0,45.0
191,2017,12,23,46,-8.0,60.0
192,2017,13,2,25,-5.0,35.0
193,2017,13,2,46,-7.0,55.0
194,2017,13,5,25,-4.0,35.0
195,2017,13,5,46,-3.0,40.0
196,2017,13,8,25,-6.0,40.0
197,2017,13,8,46,-1.0,40.0
198,2017,13,11,25,-6.0,40.0
199,2017,13,11,46,-2.0,50.0
200,2017,13,14,25,-7.0,45.0
201,2017,13,14,46,-3.0,55.0
202,2017,13,17,25,-8.0,55.0
203,2017,13,17,46,-4.0,60.0
204,2017,13,20,25,-8.0,60.0
205,2017,13,20,46,-5.0,55.0
206,2017,13,23,25,-6.0,55.0
207,2017,13,23,46,-6.0,60.0
208,2017,14,2,25,-2.0,40.0
209,2017,14,2,46,-5.0,55.0
210,2017,14,5,25,0.0,40.0
211,2017,14,5,46,0.0,35.0
212,2017,14,8,25,-1.0,45.0
213,2017,14,8,46,1.0,40.0
214,2017,14,11,25,-3.0,55.0
215,2017,14,11,46,-3.0,60.0
216,2017,14,14,25,-4.0,55.0
217,2017,14,14,46,-4.0,70.0
218,2017,14,17,25,-4.0,55.0
219,2017,14,17,46,-5.0,80.0
220,2017,14,20,25,-6.0,60.0
221,2017,14,20,46,-6.0,80.0
222,2017,14,23,25,-5.0,55.0
223,2017,14,23,46,-7.0,85.0
224,2017,15,2,25,0.0,40.0
225,2017,15,2,46,-5.0,70.0
226,2017,15,5,25,1.0,40.0
227,2017,15,5,46,2.0,40.0
228,2017,15,8,25,-3.0,65.0
229,2017,15,8,46,3.0,45.0
230,2017,15,11,25,-4.0,70.0
231,2017,15,11,46,0.0,70.0
232,2017,15,14,25,-6.0,80.0
233,2017,15,14,46,-3.0,75.0
234,2017,15,17,25,-7.0,80.0
235,2017,15,17,46,-2.0,80.0
236,2017,15,20,25,-7.0,85.0
237,2017,15,20,46,-2.0,80.0
238,2017,15,23,25,-5.0,70.0
239,2017,15,23,46,-2.0,80.0
240,2017,16,2,25,2.0,30.0
241,2017,16,2,46,-2.0,80.0
242,2017,16,5,25,3.0,45.0
243,2017,16,5,46,4.0,60.0
244,2017,16,8,25,-1.0,70.0
245,2017,16,8,46,4.0,60.0
246,2017,16,11,25,-3.0,75.0
247,2017,16,11,46,0.0,70.0
248,2017,16,14,25,-3.0,75.0
249,2017,16,14,46,-1.0,75.0
250,2017,16,17,25,-2.0,80.0
251,2017,16,17,46,-2.0,75.0
252,2017,16,20,25,-2.0,80.0
253,2017,16,20,46,-3.0,75.0
254,2017,16,23,25,-2.0,85.0
255,2017,16,23,46,-4.0,80.0
256,2017,17,2,25,4.0,65.0
257,2017,17,2,46,-3.0,75.0
258,2017,17,5,25,4.0,55.0
259,2017,17,5,46,1.0,45.0
260,2017,17,8,25,0.0,70.0
261,2017,17,8,46,3.0,50.0
262,2017,17,11,25,-2.0,80.0
263,2017,17,11,46,0.0,65.0
264,2017,17,14,25,-3.0,80.0
265,2017,17,14,46,-2.0,75.0
266,2017,17,17,25,-3.0,80.0
267,2017,17,17,46,-1.0,80.0
268,2017,17,20,25,-4.0,80.0
269,2017,17,20,46,-2.0,85.0
270,2017,17,23,25,-4.0,75.0
271,2017,17,23,46,-1.0,80.0
272,2017,18,2,25,2.0,40.0
273,2017,18,2,46,-2.0,75.0
274,2017,18,5,25,3.0,50.0
275,2017,18,5,46,-2.0,65.0
276,2017,18,8,25,0.0,70.0
277,2017,18,8,46,-1.0,55.0
278,2017,18,11,25,-2.0,75.0
279,2017,18,11,46,-3.0,65.0
280,2017,18,14,25,-2.0,80.0
281,2017,18,14,46,-4.0,65.0
282,2017,18,17,25,-2.0,80.0
283,2017,18,17,46,-5.0,70.0
284,2017,18,20,25,-1.0,80.0
285,2017,18,20,46,-6.0,70.0
286,2017,18,23,25,-2.0,70.0
287,2017,18,23,46,-6.0,70.0
288,2017,19,2,25,-2.0,65.0
289,2017,19,2,46,-6.0,75.0
290,2017,19,5,25,-1.0,55.0
291,2017,19,5,46,-2.0,60.0
292,2017,19,8,25,-3.0,65.0
293,2017,19,8,46,-1.0,60.0
294,2017,19,11,25,-4.0,65.0
295,2017,19,11,46,-2.0,70.0
296,2017,19,14,25,-6.0,70.0
297,2017,19,14,46,-3.0,70.0
298,2017,19,17,25,-6.0,75.0
299,2017,19,17,46,-2.0,70.0
300,2017,19,20,25,-7.0,75.0
301,2017,19,20,46,-3.0,60.0
302,2017,19,23,25,-6.0,75.0
303,2017,19,23,46,-5.0,55.0
304,2017,20,2,25,-3.0,65.0
305,2017,20,2,46,-5.0,55.0
306,2017,20,5,25,-1.0,65.0
307,2017,20,5,46,-4.0,50.0
308,2017,20,8,25,-1.0,65.0
309,2017,20,8,46,-5.0,50.0
310,2017,20,11,25,-2.0,70.0
311,2017,20,11,46,-5.0,55.0
312,2017,20,14,25,-1.0,65.0
313,2017,20,14,46,-5.0,55.0
314,2017,20,17,25,-3.0,55.0
315,2017,20,17,46,-5.0,55.0
316,2017,20,20,25,-4.0,50.0
317,2017,20,20,46,-6.0,50.0
318,2017,20,23,25,-5.0,55.0
319,2017,20,23,46,-7.0,55.0
320,2017,21,2,25,-4.0,50.0
321,2017,21,2,46,-7.0,55.0
322,2017,21,5,25,-5.0,50.0
323,2017,21,5,46,-5.0,45.0
324,2017,21,8,25,-5.0,55.0
325,2017,21,8,46,-3.0,45.0
326,2017,21,11,25,-5.0,50.0
327,2017,21,11,46,-4.0,55.0
328,2017,21,14,25,-5.0,50.0
329,2017,21,14,46,-5.0,60.0
330,2017,21,17,25,-6.0,50.0
331,2017,21,17,46,-6.0,65.0
332,2017,21,20,25,-7.0,55.0
333,2017,21,20,46,-6.0,65.0
334,2017,21,23,25,-7.0,55.0
335,2017,21,23,46,-7.0,65.0
336,2017,22,2,25,-5.0,45.0
337,2017,22,2,46,-6.0,60.0
338,2017,22,5,25,-3.0,45.0
339,2017,22,5,46,-2.0,40.0
340,2017,22,8,25,-4.0,55.0
341,2017,22,8,46,-1.0,40.0
342,2017,22,11,25,-5.0,60.0
343,2017,22,11,46,-4.0,55.0
344,2017,22,14,25,-6.0,60.0
345,2017,22,14,46,-5.0,65.0
346,2017,22,17,25,-5.0,60.0
347,2017,22,17,46,-6.0,70.0
348,2017,22,20,25,-6.0,65.0
349,2017,22,20,46,-8.0,75.0
350,2017,22,23,25,-6.0,60.0
351,2017,22,23,46,-9.0,80.0
352,2017,23,2,25,-2.0,40.0
353,2017,23,2,46,-7.0,70.0
354,2017,23,5,25,-1.0,40.0
355,2017,23,5,46,-1.0,45.0
356,2017,23,8,25,-4.0,55.0
357,2017,23,8,46,2.0,40.0
358,2017,23,11,25,-5.0,70.0
359,2017,23,11,46,-3.0,65.0
360,2017,23,14,25,-7.0,75.0
361,2017,23,14,46,-4.0,75.0
362,2017,23,17,25,-8.0,80.0
363,2017,23,17,46,-5.0,80.0
364,2017,23,20,25,-9.0,80.0
365,2017,23,20,46,-6.0,85.0
366,2017,23,23,25,-8.0,70.0
367,2017,23,23,46,-8.0,85.0
368,2017,24,2,25,0.0,45.0
369,2017,24,2,46,-5.0,75.0
370,2017,24,5,25,2.0,40.0
371,2017,24,5,46,4.0,50.0
372,2017,24,8,25,-3.0,70.0
373,2017,24,8,46,5.0,55.0
374,2017,24,11,25,-5.0,80.0
375,2017,24,11,46,2.0,70.0
376,2017,24,14,25,-5.0,85.0
377,2017,24,14,46,3.0,70.0
378,2017,24,17,25,-6.0,85.0
379,2017,24,17,46,4.0,70.0
380,2017,24,20,25,-8.0,95.0
381,2017,24,20,46,5.0,75.0
382,2017,24,23,25,-5.0,80.0
383,2017,24,23,46,0.0,70.0
384,2017,25,2,25,3.0,50.0
385,2017,25,2,46,-2.0,65.0
386,2017,25,5,25,5.0,60.0
387,2017,25,5,46,0.0,45.0
388,2017,25,8,25,2.0,70.0
389,2017,25,8,46,0.0,40.0
390,2017,25,11,25,4.0,70.0
391,2017,25,11,46,-3.0,50.0
392,2017,25,14,25,5.0,75.0
393,2017,25,14,46,-5.0,65.0
394,2017,25,17,25,3.0,80.0
395,2017,25,17,46,-6.0,75.0
396,2017,25,20,25,-2.0,70.0
397,2017,25,20,46,-6.0,70.0
398,2017,25,23,25,-3.0,60.0
399,2017,25,23,46,-7.0,70.0
400,2017,26,2,25,-1.1,45.0
401,2017,26,2,46,-6.0,55.0
402,2017,26,5,25,-0.1,40.0
403,2017,26,5,46,0.9,20.0
404,2017,26,8,25,-3.0,50.0
405,2017,26,8,46,7.0,20.0
406,2017,26,11,25,-5.0,65.0
407,2017,26,11,46,0.0,50.0
408,2017,26,14,25,-6.0,75.0
409,2017,26,14,46,-1.9,65.0
410,2017,26,17,25,-6.0,70.0
411,2017,26,17,46,-2.0,70.0
412,2017,26,20,25,-7.9,74.0
413,2017,26,20,46,-1.6,70.0
414,2017,26,23,25,-5.4,55.0
415,2017,26,23,46,-2.0,80.0
416,2017,27,2,25,1.0,20.0
417,2017,27,2,46,-1.0,90.0
418,2017,27,5,25,7.0,20.0
419,2017,27,5,46,1.0,90.0
420,2017,27,8,25,1.0,45.0
421,2017,27,8,46,2.0,90.0
422,2017,27,11,25,-1.0,60.0
423,2017,27,11,46,2.0,95.0
424,2017,27,14,25,-2.0,65.0
425,2017,27,14,46,1.0,90.0
426,2017,27,17,25,-2.0,60.0
427,2017,27,17,46,1.0,90.0
428,2017,27,20,25,-2.0,70.0
429,2017,27,20,46,0.0,80.0
430,2017,27,23,25,-1.0,90.0
431,2017,27,23,46,-1.0,75.0
432,2017,28,2,25,1.0,90.0
433,2017,28,2,46,-4.0,65.0
434,2017,28,5,25,2.0,95.0
435,2017,28,5,46,-3.0,50.0
436,2017,28,8,25,1.0,95.0
437,2017,28,8,46,-3.0,45.0
438,2017,28,11,25,1.0,90.0
439,2017,28,11,46,-5.0,50.0
440,2017,28,14,25,0.0,85.0
441,2017,28,14,46,-6.0,55.0
442,2017,28,17,25,-1.0,80.0
443,2017,28,17,46,-8.0,60.0
444,2017,28,20,25,-3.0,70.0
445,2017,28,20,46,-8.0,65.0
446,2017,28,23,25,-5.0,65.0
447,2017,28,23,46,-8.0,65.0
448,2017,29,2,25,-3.0,50.0
449,2017,29,2,46,-7.0,60.0
450,2017,29,5,25,-3.0,40.0
451,2017,29,5,46,-3.0,35.0
452,2017,29,8,25,-4.0,50.0
453,2017,29,8,46,-1.0,35.0
454,2017,29,11,25,-6.0,55.0
455,2017,29,11,46,-3.0,50.0
456,2017,29,14,25,-8.0,60.0
457,2017,29,14,46,-5.0,70.0
458,2017,29,17,25,-9.0,65.0
459,2017,29,17,46,-5.0,70.0
460,2017,29,20,25,-10.0,70.0
461,2017,29,20,46,-2.0,65.0
462,2017,29,23,25,-7.0,65.0
463,2017,29,23,46,-2.0,65.0
464,2017,30,2,25,-3.0,40.0
465,2017,30,2,46,-1.0,65.0
466,2017,30,5,25,-1.0,40.0
467,2017,30,5,46,1.0,40.0
468,2017,30,8,25,-3.0,55.0
469,2017,30,8,46,0.0,35.0
470,2017,30,11,25,-5.0,70.0
471,2017,30,11,46,-3.0,45.0
472,2017,30,14,25,-5.0,70.0
473,2017,30,14,46,-4.0,50.0
474,2017,30,17,25,-2.0,65.0
475,2017,30,17,46,-5.0,60.0
476,2017,30,20,25,-1.0,65.0
477,2017,30,20,46,-7.0,60.0
478,2017,30,23,25,-1.0,60.0
479,2017,30,23,46,-8.0,75.0
480,2017,31,2,25,0.0,35.0
481,2017,31,2,46,-6.0,70.0
482,2017,31,5,25,-1.0,35.0
483,2017,31,5,46,1.0,50.0
484,2017,31,8,25,-4.0,45.0
485,2017,31,8,46,3.0,50.0
486,2017,31,11,25,-5.0,50.0
487,2017,31,11,46,1.0,65.0
488,2017,31,14,25,-6.0,60.0
489,2017,31,14,46,-1.0,75.0
490,2017,31,17,25,-6.0,65.0
491,2017,31,17,46,-2.0,85.0
492,2017,31,20,25,-7.0,70.0
493,2017,31,20,46,-2.0,85.0
494,2017,31,23,25,-5.0,65.0
495,2017,31,23,46,-3.0,85.0
496,2017,1,2,25,2.0,50.0
497,2017,1,2,46,-1.0,85.0
498,2017,1,5,25,4.0,50.0
499,2017,1,5,46,4.0,55.0
500,2017,1,8,25,1.0,70.0
501,2017,1,8,46,6.0,50.0
502,2017,1,11,25,-2.0,80.0
503,2017,1,11,46,2.0,70.0
504,2017,1,14,25,-2.0,85.0
505,2017,1,14,46,-1.0,80.0
506,2017,1,17,25,-2.0,85.0
507,2017,1,17,46,-3.0,85.0
508,2017,1,20,25,-3.0,90.0
509,2017,1,20,46,-4.0,90.0
510,2017,1,23,25,-2.0,90.0
511,2017,1,23,46,-4.0,90.0
512,2017,2,2,25,5.0,55.0
513,2017,2,2,46,-2.0,90.0
514,2017,2,5,25,6.0,50.0
515,2017,2,5,46,4.0,70.0
516,2017,2,8,25,3.0,70.0
517,2017,2,8,46,5.0,65.0
518,2017,2,11,25,-2.0,80.0
519,2017,2,11,46,4.0,75.0
520,2017,2,14,25,-3.0,90.0
521,2017,2,14,46,2.0,85.0
522,2017,2,17,25,-4.0,90.0
523,2017,2,17,46,1.0,90.0
524,2017,2,20,25,-4.0,90.0
525,2017,2,20,46,0.0,90.0
526,2017,2,23,25,-1.0,90.0
527,2017,2,23,46,0.0,95.0
528,2017,3,2,25,4.0,70.0
529,2017,3,2,46,0.0,95.0
530,2017,3,5,25,6.0,65.0
531,2017,3,5,46,2.0,85.0
532,2017,3,8,25,4.0,70.0
533,2017,3,8,46,3.0,75.0
534,2017,3,11,25,2.0,80.0
535,2017,3,11,46,2.0,70.0
536,2017,3,14,25,1.0,80.0
537,2017,3,14,46,0.0,65.0
538,2017,3,17,25,0.0,90.0
539,2017,3,17,46,-1.0,60.0
540,2017,3,20,25,0.0,95.0
541,2017,3,20,46,-3.0,60.0
542,2017,3,23,25,1.0,95.0
543,2017,3,23,46,-4.0,65.0
544,2017,4,2,25,2.0,90.0
545,2017,4,2,46,-3.0,55.0
546,2017,4,5,25,3.0,80.0
547,2017,4,5,46,-1.0,50.0
548,2017,4,8,25,3.0,75.0
549,2017,4,8,46,1.0,45.0
550,2017,4,11,25,1.0,70.0
551,2017,4,11,46,-1.0,55.0
552,2017,4,14,25,-1.0,60.0
553,2017,4,14,46,-3.0,65.0
554,2017,4,17,25,-3.0,65.0
555,2017,4,17,46,-4.0,65.0
556,2017,4,20,25,-3.0,65.0
557,2017,4,20,46,-5.0,70.0
558,2017,4,23,25,-3.0,55.0
559,2017,4,23,46,-6.0,75.0
560,2017,5,2,25,-1.0,50.0
561,2017,5,2,46,-4.0,60.0
562,2017,5,5,25,1.0,45.0
563,2017,5,5,46,1.0,40.0
564,2017,5,8,25,-1.0,50.0
565,2017,5,8,46,2.0,45.0
566,2017,5,11,25,-3.0,65.0
567,2017,5,11,46,0.0,60.0
568,2017,5,14,25,-4.0,65.0
569,2017,5,14,46,-2.0,70.0
570,2017,5,17,25,-5.0,65.0
571,2017,5,17,46,-2.0,65.0
572,2017,5,20,25,-6.0,75.0
573,2017,5,20,46,-4.0,70.0
574,2017,5,23,25,-4.0,60.0
575,2017,5,23,46,-5.0,80.0
576,2017,6,2,25,0.0,35.0
577,2017,6,2,46,-2.0,70.0
578,2017,6,5,25,2.0,45.0
579,2017,6,5,46,2.0,40.0
580,2017,6,8,25,-1.0,60.0
581,2017,6,8,46,2.0,50.0
582,2017,6,11,25,-2.0,70.0
583,2017,6,11,46,1.0,50.0
584,2017,6,14,25,-3.0,70.0
585,2017,6,14,46,0.0,55.0
586,2017,6,17,25,-4.0,70.0
587,2017,6,17,46,-2.0,60.0
588,2017,6,20,25,-5.0,80.0
589,2017,6,20,46,-4.0,60.0
590,2017,6,23,25,-2.0,65.0
591,2017,6,23,46,-5.0,60.0
592,2017,7,2,25,2.0,40.0
593,2017,7,2,46,-4.0,45.0
594,2017,7,5,25,2.0,50.0
595,2017,7,5,46,-2.0,40.0
596,2017,7,8,25,0.3,55.0
597,2017,7,8,46,-1.3,45.0
598,2017,7,11,25,-0.6,55.0
599,2017,7,11,46,-3.7,50.0
600,2017,7,14,25,-2.0,55.0
601,2017,7,14,46,-4.0,55.0
602,2017,7,17,25,-4.0,60.0
603,2017,7,17,46,-4.0,50.0
604,2017,7,20,25,-4.0,60.0
605,2017,7,20,46,-6.0,55.0
606,2017,7,23,25,-4.0,45.0
607,2017,7,23,46,-6.0,50.0
608,2017,8,2,25,-2.0,40.0
609,2017,8,2,46,-6.0,50.0
610,2017,8,5,25,-2.0,45.0
611,2017,8,5,46,-4.0,45.0
612,2017,8,8,25,-3.0,45.0
613,2017,8,8,46,-4.0,50.0
614,2017,8,11,25,-4.0,50.0
615,2017,8,11,46,-5.0,50.0
616,2017,8,14,25,-4.0,50.0
617,2017,8,14,46,-4.0,55.0
618,2017,8,17,25,-6.0,55.0
619,2017,8,17,46,-5.0,55.0
620,2017,8,20,25,-6.0,55.0
621,2017,8,20,46,-6.0,55.0
622,2017,8,23,25,-6.0,50.0
623,2017,8,23,46,-6.0,60.0
624,2017,9,2,25,-5.0,45.0
625,2017,9,2,46,-5.0,55.0
626,2017,9,5,25,-4.0,45.0
627,2017,9,5,46,-2.0,50.0
628,2017,9,8,25,-5.0,50.0
629,2017,9,8,46,0.0,45.0
630,2017,9,11,25,-4.0,55.0
631,2017,9,11,46,-2.0,50.0
632,2017,9,14,25,-4.0,50.0
633,2017,9,14,46,-3.0,60.0
634,2017,9,17,25,-5.0,60.0
635,2017,9,17,46,-4.0,55.0
636,2017,9,20,25,-6.0,60.0
637,2017,9,20,46,-4.0,65.0
638,2017,9,23,25,-5.0,55.0
639,2017,9,23,46,-5.0,65.0
640,2017,10,2,25,-2.0,45.0
641,2017,10,2,46,-3.0,55.0
642,2017,10,5,25,0.0,40.0
643,2017,10,5,46,0.0,40.0
644,2017,10,8,25,-2.0,50.0
645,2017,10,8,46,1.0,40.0
646,2017,10,11,25,-3.0,60.0
647,2017,10,11,46,-1.0,55.0
648,2017,10,14,25,-4.0,60.0
649,2017,10,14,46,-2.0,65.0
650,2017,10,17,25,-5.0,65.0
651,2017,10,17,46,-4.0,70.0
652,2017,10,20,25,-5.0,65.0
653,2017,10,20,46,-4.0,80.0
654,2017,10,23,25,-3.0,60.0
655,2017,10,23,46,-5.0,80.0
656,2017,11,2,25,1.0,40.0
657,2017,11,2,46,-1.0,70.0
658,2017,11,5,25,1.0,40.0
659,2017,11,5,46,4.0,40.0
660,2017,11,8,25,-1.0,55.0
661,2017,11,8,46,6.0,45.0
662,2017,11,11,25,-3.0,65.0
663,2017,11,11,46,2.0,65.0
664,2017,11,14,25,-4.0,70.0
665,2017,11,14,46,-1.0,75.0
666,2017,11,17,25,-5.0,80.0
667,2017,11,17,46,-3.0,65.0
668,2017,11,20,25,-6.0,80.0
669,2017,11,20,46,-3.0,65.0
670,2017,11,23,25,-2.0,65.0
671,2017,11,23,46,-5.0,70.0
672,2017,12,2,25,5.0,45.0
673,2017,12,2,46,-2.0,65.0
674,2017,12,5,25,6.0,55.0
675,2017,12,5,46,2.0,45.0
676,2017,12,8,25,2.0,75.0
677,2017,12,8,46,3.0,40.0
678,2017,12,11,25,0.0,85.0
679,2017,12,11,46,0.0,60.0
680,2017,12,14,25,-2.0,65.0
681,2017,12,14,46,-3.0,80.0
682,2017,12,17,25,-3.0,70.0
683,2017,12,17,46,-4.0,85.0
684,2017,12,20,25,-4.0,70.0
685,2017,12,20,46,-5.0,90.0
686,2017,12,23,25,-2.0,65.0
687,2017,12,23,46,-5.0,90.0
688,2017,13,2,25,2.0,40.0
689,2017,13,2,46,-2.0,80.0
690,2017,13,5,25,3.0,40.0
691,2017,13,5,46,5.0,40.0
692,2017,13,8,25,0.0,55.0
693,2017,13,8,46,8.0,40.0
694,2017,13,11,25,-3.0,80.0
695,2017,13,11,46,4.0,60.0
696,2017,13,14,25,-4.0,85.0
697,2017,13,14,46,1.0,80.0
698,2017,13,17,25,-5.0,90.0
699,2017,13,17,46,0.0,80.0
700,2017,13,20,25,-5.0,95.0
701,2017,13,20,46,-2.0,80.0
702,2017,13,23,25,-2.0,80.0
703,2017,13,23,46,-2.0,80.0
704,2017,14,2,25,6.0,45.0
705,2017,14,2,46,2.0,70.0
706,2017,14,5,25,8.0,40.0
707,2017,14,5,46,10.0,60.0
708,2017,14,8,25,4.0,60.0
709,2017,14,8,46,11.0,65.0
710,2017,14,11,25,1.0,80.0
