datetime,year,month,day,hour,forecast,temp,hum
2020-01-18 09:00:00,2020,1,18,9,46,0,75
2020-01-18 12:00:00,2020,1,18,12,25,6,55
2020-01-18 12:00:00,2020,1,18,12,46,1,70
2020-01-18 15:00:00,2020,1,18,15,25,6,60
2020-01-18 15:00:00,2020,1,18,15,46,4,55
2020-01-18 18:00:00,2020,1,18,18,25,4,65
2020-01-18 18:00:00,2020,1,18,18,46,4,50
2020-01-18 21:00:00,2020,1,18,21,25,1,70
2020-01-18 21:00:00,2020,1,18,21,46,3,60
2020-01-19 00:00:00,2020,1,19,0,25,0,75
2020-01-19 00:00:00,2020,1,19,0,46,1,65
2020-01-19 03:00:00,2020,1,19,3,25,0,75
2020-01-19 03:00:00,2020,1,19,3,46,-2,70
2020-01-19 06:00:00,2020,1,19,6,25,-1,70
2020-01-19 06:00:00,2020,1,19,6,46,-3,80
2020-01-19 09:00:00,2020,1,19,9,25,0,70
2020-01-19 09:00:00,2020,1,19,9,46,-5,85
2020-01-19 12:00:00,2020,1,19,12,25,3,60
2020-01-19 12:00:00,2020,1,19,12,46,-3,80
2020-01-19 15:00:00,2020,1,19,15,25,5,50
2020-01-19 15:00:00,2020,1,19,15,46,2,50
2020-01-19 18:00:00,2020,1,19,18,25,2,55
2020-01-19 18:00:00,2020,1,19,18,46,3,40
2020-01-19 21:00:00,2020,1,19,21,25,0,60
2020-01-19 21:00:00,2020,1,19,21,46,1,60
2020-01-20 00:00:00,2020,1,20,0,25,-2,70
2020-01-20 00:00:00,2020,1,20,0,46,-1,70
2020-01-20 03:00:00,2020,1,20,3,25,-4,70
2020-01-20 03:00:00,2020,1,20,3,46,-1,70
2020-01-20 06:00:00,2020,1,20,6,25,-5,75
2020-01-20 06:00:00,2020,1,20,6,46,-1,70
2020-01-20 09:00:00,2020,1,20,9,25,-4,70
2020-01-20 09:00:00,2020,1,20,9,46,-1,75
2020-01-20 12:00:00,2020,1,20,12,25,1,50
2020-01-20 12:00:00,2020,1,20,12,46,0,85
2020-01-20 15:00:00,2020,1,20,15,25,3,40
2020-01-20 15:00:00,2020,1,20,15,46,3,70
2020-01-20 18:00:00,2020,1,20,18,25,0,60
2020-01-20 18:00:00,2020,1,20,18,46,5,65
2020-01-20 21:00:00,2020,1,20,21,25,-2,70
2020-01-20 21:00:00,2020,1,20,21,46,4,70
2020-01-21 00:00:00,2020,1,21,0,25,-2,75
2020-01-21 00:00:00,2020,1,21,0,46,3,80
2020-01-21 03:00:00,2020,1,21,3,25,-2,75
2020-01-21 03:00:00,2020,1,21,3,46,3,80
2020-01-21 06:00:00,2020,1,21,6,25,-2,80
2020-01-21 06:00:00,2020,1,21,6,46,3,80
2020-01-21 09:00:00,2020,1,21,9,25,-1,75
2020-01-21 09:00:00,2020,1,21,9,46,3,95
2020-01-21 12:00:00,2020,1,21,12,25,3,60
2020-01-21 12:00:00,2020,1,21,12,46,3,95
2020-01-21 15:00:00,2020,1,21,15,25,6,60
2020-01-21 15:00:00,2020,1,21,15,46,4,90
2020-01-21 18:00:00,2020,1,21,18,25,5,65
2020-01-21 18:00:00,2020,1,21,18,46,8,60
2020-01-21 21:00:00,2020,1,21,21,25,3,75
2020-01-21 21:00:00,2020,1,21,21,46,5,70
2020-01-22 00:00:00,2020,1,22,0,25,3,80
2020-01-22 00:00:00,2020,1,22,0,46,4,70
2020-01-22 03:00:00,2020,1,22,3,25,3,80
2020-01-22 03:00:00,2020,1,22,3,46,2,80
2020-01-22 06:00:00,2020,1,22,6,25,2,80
2020-01-22 06:00:00,2020,1,22,6,46,2,85
2020-01-22 09:00:00,2020,1,22,9,25,3,85
2020-01-22 09:00:00,2020,1,22,9,46,2,85
2020-01-22 12:00:00,2020,1,22,12,25,6,70
2020-01-22 12:00:00,2020,1,22,12,46,1,85
2020-01-22 15:00:00,2020,1,22,15,25,8,60
2020-01-22 15:00:00,2020,1,22,15,46,3,70
2020-01-22 18:00:00,2020,1,22,18,25,6,70
2020-01-22 18:00:00,2020,1,22,18,46,5,65
2020-01-22 21:00:00,2020,1,22,21,25,4,75
2020-01-22 21:00:00,2020,1,22,21,46,3,75
2020-01-23 00:00:00,2020,1,23,0,25,3,80
2020-01-23 00:00:00,2020,1,23,0,46,1,75
2020-01-23 03:00:00,2020,1,23,3,25,2,85
2020-01-23 03:00:00,2020,1,23,3,46,2,80
2020-01-23 06:00:00,2020,1,23,6,25,2,85
2020-01-23 06:00:00,2020,1,23,6,46,2,85
2020-01-23 09:00:00,2020,1,23,9,25,1,90
2020-01-23 09:00:00,2020,1,23,9,46,2,85
2020-01-23 12:00:00,2020,1,23,12,25,3,75
2020-01-23 12:00:00,2020,1,23,12,46,3,90
2020-01-23 15:00:00,2020,1,23,15,25,4,65
2020-01-23 15:00:00,2020,1,23,15,46,7,70
2020-01-23 18:00:00,2020,1,23,18,25,3,70
2020-01-23 18:00:00,2020,1,23,18,46,9,60
2020-01-23 21:00:00,2020,1,23,21,25,1,75
2020-01-23 21:00:00,2020,1,23,21,46,6,70
2020-01-24 00:00:00,2020,1,24,0,25,1,75
2020-01-24 00:00:00,2020,1,24,0,46,4,75
2020-01-24 03:00:00,2020,1,24,3,25,2,80
2020-01-24 03:00:00,2020,1,24,3,46,2,85
2020-01-24 06:00:00,2020,1,24,6,25,1,85
2020-01-24 06:00:00,2020,1,24,6,46,2,85
2020-01-24 09:00:00,2020,1,24,9,25,2,90
2020-01-24 09:00:00,2020,1,24,9,46,1,85
2020-01-24 12:00:00,2020,1,24,12,25,7,70
2020-01-24 12:00:00,2020,1,24,12,46,2,80
2020-01-24 15:00:00,2020,1,24,15,25,8,65
2020-01-24 15:00:00,2020,1,24,15,46,7,60
2020-01-24 18:00:00,2020,1,24,18,25,5,75
2020-01-24 18:00:00,2020,1,24,18,46,10,50
2020-01-24 21:00:00,2020,1,24,21,25,4,80
2020-01-24 21:00:00,2020,1,24,21,46,7,55
2020-01-25 00:00:00,2020,1,25,0,25,2,80
2020-01-25 00:00:00,2020,1,25,0,46,6,65
2020-01-25 03:00:00,2020,1,25,3,25,2,85
2020-01-25 03:00:00,2020,1,25,3,46,5,70
2020-01-25 06:00:00,2020,1,25,6,25,2,90
2020-01-25 06:00:00,2020,1,25,6,46,5,65
2020-01-25 09:00:00,2020,1,25,9,25,3,85
2020-01-25 09:00:00,2020,1,25,9,46,6,70
2020-01-25 12:00:00,2020,1,25,12,25,8,65
2020-01-25 12:00:00,2020,1,25,12,46,6,80
2020-01-25 15:00:00,2020,1,25,15,25,10,55
2020-01-25 15:00:00,2020,1,25,15,46,5,80
2020-01-25 18:00:00,2020,1,25,18,25,7,50
2020-01-25 18:00:00,2020,1,25,18,46,5,75
2020-01-25 21:00:00,2020,1,25,21,25,6,55
2020-01-25 21:00:00,2020,1,25,21,46,3,80
2020-01-26 00:00:00,2020,1,26,0,25,5,60
2020-01-26 00:00:00,2020,1,26,0,46,3,75
2020-01-26 03:00:00,2020,1,26,3,25,6,65
2020-01-26 03:00:00,2020,1,26,3,46,3,80
2020-01-26 06:00:00,2020,1,26,6,25,4,70
2020-01-26 06:00:00,2020,1,26,6,46,4,80
2020-01-26 09:00:00,2020,1,26,9,25,5,70
2020-01-26 09:00:00,2020,1,26,9,46,4,80
2020-01-26 12:00:00,2020,1,26,12,25,6,60
2020-01-26 12:00:00,2020,1,26,12,46,4,85
2020-01-26 15:00:00,2020,1,26,15,25,6,65
2020-01-26 15:00:00,2020,1,26,15,46,7,65
2020-01-26 18:00:00,2020,1,26,18,25,5,70
2020-01-26 18:00:00,2020,1,26,18,46,7,65
2020-01-26 21:00:00,2020,1,26,21,25,4,75
2020-01-26 21:00:00,2020,1,26,21,46,6,65
2020-01-27 00:00:00,2020,1,27,0,25,4,80
2020-01-27 00:00:00,2020,1,27,0,46,4,65
2020-01-27 03:00:00,2020,1,27,3,25,4,80
2020-01-27 03:00:00,2020,1,27,3,46,3,75
2020-01-27 06:00:00,2020,1,27,6,25,4,85
2020-01-27 06:00:00,2020,1,27,6,46,2,80
2020-01-27 09:00:00,2020,1,27,9,25,4,90
2020-01-27 09:00:00,2020,1,27,9,46,2,80
2020-01-27 12:00:00,2020,1,27,12,25,6,75
2020-01-27 12:00:00,2020,1,27,12,46,2,85
2020-01-27 15:00:00,2020,1,27,15,25,7,65
2020-01-27 15:00:00,2020,1,27,15,46,5,70
2020-01-27 18:00:00,2020,1,27,18,25,6,65
2020-01-27 18:00:00,2020,1,27,18,46,6,65
2020-01-27 21:00:00,2020,1,27,21,25,3,70
2020-01-27 21:00:00,2020,1,27,21,46,5,70
2020-01-28 00:00:00,2020,1,28,0,25,3,75
2020-01-28 00:00:00,2020,1,28,0,46,3,75
2020-01-28 03:00:00,2020,1,28,3,25,2,85
2020-01-28 03:00:00,2020,1,28,3,46,2,80
2020-01-28 06:00:00,2020,1,28,6,25,1,85
2020-01-28 06:00:00,2020,1,28,6,46,1,85
2020-01-28 09:00:00,2020,1,28,9,25,2,90
